Year,CountyName,Population,Municipal,Manufactoring,Mining,SteamElectric,Irrigation,LiveStock,Muni_GW,Muni_SW,MFG_Gw,MFG_SW,Mining_GW,Mining_SW,Power_GW,Power_SW,Irrig_GW,Irrig_SW,Livestock_GW,Livestock_SW
2004,THROCKMORTON,"1,673",233,0,0,0,0,793,21,212,0,0,0,0,0,0,0,0,79,714
2004,TITUS,"29,727","3,511","4,191",5,"10,274","1,608",850,198,"3,312",96,"4,095",0,5,10,"10,264",0,"1,608",173,677
2004,TOM GREEN,"103,709","16,167",815,0,0,"37,490","1,429","1,382","14,784",417,398,0,0,0,0,"24,356","13,134",143,"1,286"
2004,TRAVIS,"874,511","158,396","12,364","1,932","9,919","5,450",565,"13,360","145,037","1,267","11,096",0,"1,932",0,"9,919",788,"4,662",260,305
2004,TRINITY,"14,312","1,773",0,0,0,0,457,"1,117",657,0,0,0,0,0,0,0,0,91,366
2004,TYLER,"21,326","3,129",5,0,0,434,217,"3,129",0,5,0,0,0,0,0,434,0,87,130
2004,UPSHUR,"36,558","4,344",62,0,0,3,"1,419","3,970",374,62,0,0,0,0,0,0,3,375,"1,044"
2004,UPTON,"3,193","1,465",199,0,0,"7,093",112,"1,465",0,199,0,0,0,0,0,"7,093",0,48,64
2004,UVALDE,"26,587","4,401",3,269,0,"66,776","1,469","4,401",0,3,0,269,0,0,0,"66,399",377,947,522
2004,VAL VERDE,"47,294","15,746",0,51,0,"2,030",533,"15,049",697,0,0,0,51,0,0,107,"1,923",426,107
2004,VAN ZANDT,"51,101","5,748",16,362,0,415,"2,412","3,142","2,605",16,0,362,0,0,0,0,415,345,"2,067"
2004,VICTORIA,"85,399","11,987","20,331",0,698,"2,966","1,137","5,503","6,483",472,"19,859",0,0,651,47,"2,966",0,303,834
2004,WALKER,"63,262","6,899",227,0,0,8,609,"3,655","3,244",209,18,0,0,0,0,1,7,122,487
2004,WALLER,"36,421","4,231",21,44,0,"24,727","1,038","4,231",0,21,0,44,0,0,0,"24,384",343,372,666
2004,WARD,"10,492","4,432",7,14,"2,505","4,216",57,"4,432",0,7,0,7,7,"2,505",0,"1,314","2,902",54,3
2004,WASHINGTON,"31,539","4,295",532,0,0,550,"1,879","1,668","2,627",366,165,0,0,0,0,550,0,188,"1,691"
2004,WEBB,"221,694","36,094",261,5,"1,969","4,843","1,083",445,"35,649",218,43,5,0,0,"1,969",498,"4,345",48,"1,035"
2004,WHARTON,"42,318","5,926",148,0,0,"316,035","1,286","5,926",0,148,0,0,0,0,0,"104,910","211,125",204,"1,082"
2004,WHEELER,"4,859",865,0,0,0,"10,441","1,676",865,0,0,0,0,0,0,0,"10,441",0,168,"1,508"
2004,WICHITA,"127,851","20,089","1,649",0,20,"32,000",576,"1,423","18,666",0,"1,649",0,0,0,20,500,"31,500",58,518
2004,WILBARGER,"14,209","2,935",938,2,"6,037","28,651",901,"2,920",15,938,0,0,2,0,"6,037","28,511",140,90,811
2004,WILLACY,"20,755","3,108",119,0,0,"37,317",242,51,"3,057",0,119,0,0,0,0,0,"37,317",23,219
2004,WILLIAMSON,"308,619","48,191",903,"2,136",0,245,"1,313","16,376","31,815",392,510,"1,844",292,0,0,0,245,131,"1,182"
2004,WILSON,"37,662","4,678",10,0,0,"14,304","1,832","4,532",145,10,0,0,0,0,0,"13,834",470,144,"1,688"
2004,WINKLER,"6,819","2,060",75,237,0,"2,700",90,"1,938",122,75,0,237,0,0,0,"2,700",0,84,6
2004,WISE,"54,254","3,707",141,"1,015",0,280,"1,426","1,934","1,774",69,72,12,"1,003",0,0,128,152,713,713
2004,WOOD,"39,448","6,333",480,0,0,533,"2,028","5,317","1,015",372,108,0,0,0,0,119,414,693,"1,335"
2004,YOAKUM,"7,212","1,371",0,0,0,"126,533",243,"1,371",0,0,0,0,0,0,0,"126,533",0,195,48
2004,YOUNG,"17,855","3,005",26,0,515,45,957,221,"2,785",0,26,0,0,0,515,0,45,75,882
2004,ZAPATA,"13,949","2,452",0,0,0,"1,497",481,178,"2,274",0,0,0,0,0,0,0,"1,497",48,433
2004,ZAVALA,"11,701","2,727",982,0,0,"54,591",870,"2,727",0,982,0,0,0,0,0,"50,481","4,110",87,783
2005,ANDERSON,"55,965","13,182",0,0,0,368,"1,466","9,364","3,818",0,0,0,0,0,0,56,312,73,"1,393"
2005,ANDREWS,"12,763","3,046",779,0,0,"30,808",225,"3,046",0,779,0,0,0,0,0,"30,808",0,225,0
2005,ANGELINA,"82,055","12,441","7,173",0,0,309,387,"12,441",0,"4,358","2,815",0,0,0,0,209,100,39,348
2005,ARANSAS,"24,521","4,035",102,0,0,0,20,500,"3,535",0,102,0,0,0,0,0,0,14,6
2005,ARCHER,"9,172","1,592",1,0,0,750,"3,610",89,"1,502",0,1,0,0,0,0,0,750,410,"3,200"
2005,ARMSTRONG,"2,150",386,0,0,0,"7,662",913,386,0,0,0,0,0,0,0,"7,662",0,822,91
2005,ATASCOSA,"41,892","6,454",126,0,"7,363","29,353","1,345","6,102",352,126,0,0,0,"7,363",0,"29,353",0,"1,076",269
2005,AUSTIN,"26,151","3,561",100,0,0,"6,479","1,537","3,561",0,100,0,0,0,0,0,"6,479",0,461,"1,076"
2005,BAILEY,"6,551","1,138",0,0,0,"64,963","2,417","1,138",0,0,0,0,0,0,0,"64,963",0,"2,175",242
2005,BANDERA,"19,529","2,649",0,0,0,251,263,"2,542",106,0,0,0,0,0,0,246,5,197,66
2005,BASTROP,"69,516","10,082",61,0,"3,514",627,"1,625","10,071",11,30,31,0,0,0,"3,514",627,0,325,"1,300"
2005,BAYLOR,"4,020",715,0,0,0,"2,335","1,083",713,2,0,0,0,0,0,0,"1,255","1,080",217,866
2005,BEE,"33,211","5,693",0,0,0,"4,147",856,"3,001","2,692",0,0,0,0,0,0,"4,147",0,685,171
2005,BELL,"260,526","46,155",539,305,0,"2,325","1,021","2,182","43,973",50,490,0,305,0,0,222,"2,103",306,715
2005,BEXAR,"1,510,556","260,175","10,607","11,681","34,810","10,081","1,386","247,971","12,205","9,714",893,"9,219","2,461","1,243","33,566","9,081","1,000",416,970
2005,BLANCO,"9,387","1,235",1,1,0,294,436,979,256,0,1,1,0,0,0,44,250,305,131
2005,BORDEN,719,172,0,77,0,"2,616",249,172,0,0,0,77,0,0,0,"2,616",0,75,174
2005,BOSQUE,"18,156","3,801",706,0,"2,107","1,338",976,"3,436",365,704,3,0,0,0,"2,106",625,713,293,683
2005,BOWIE,"92,271","19,141","1,463",0,0,"6,806","1,212","2,026","17,114",25,"1,438",0,0,0,0,"3,478","3,328",61,"1,151"
2005,BRAZORIA,"276,956","37,590","225,545",167,0,"109,804","1,787","26,932","10,660","3,111","222,434",1,166,0,0,"2,504","107,300","1,340",447
2005,BRAZOS,"160,863","42,095","2,118",1,788,"29,479","1,371","42,095",0,"2,118",0,1,0,347,441,"28,498",981,480,891
2005,BREWSTER,"9,204","2,119",0,0,0,"2,995",354,"2,045",75,0,0,0,0,0,0,763,"2,232",336,18
2005,BRISCOE,"1,547",271,0,0,0,"40,890",281,161,110,0,0,0,0,0,0,"40,890",0,239,42
2005,BROOKS,"7,627","1,743",1,0,0,627,707,"1,743",0,1,0,0,0,0,0,627,0,460,247
2005,BROWN,"38,181","5,945",400,0,0,"7,084","1,230",304,"5,641",0,400,0,0,0,0,311,"6,773",184,"1,046"
2005,BURLESON,"17,835","2,791",117,0,0,"23,672","1,735","2,791",0,117,0,0,0,0,0,"17,060","6,612",520,"1,215"
2005,BURNET,"39,489","7,062",214,128,0,900,"5,241","3,767","3,296",9,205,108,20,0,0,185,715,507,"4,734"
2005,CALDWELL,"35,426","4,632",2,0,0,325,"1,353","2,194","2,438",2,0,0,0,0,0,300,25,271,"1,082"
2005,CALHOUN,"20,600","2,383","39,996","2,175",0,"19,805",362,310,"2,073",2,"39,994","1,290",885,0,0,0,"19,805",253,109
2005,CALLAHAN,"13,495","1,095",0,0,0,597,826,388,707,0,0,0,0,0,0,594,3,206,620
2005,CAMERON,"378,074","59,898","1,628",0,"1,583","298,503",336,"5,305","54,593",0,"1,628",0,0,0,"1,583",0,"298,503",31,305
2005,CAMP,"12,634","1,477",63,0,0,0,931,978,498,63,0,0,0,0,0,0,0,372,559
2005,CARSON,"6,485","1,144",439,57,0,"70,275",651,"1,141",3,439,0,57,0,0,0,"70,275",0,586,65
2005,CASS,"30,320","3,047","34,579",0,0,0,748,"1,095","1,952",318,"34,262",0,0,0,0,0,0,22,726
2005,CASTRO,"7,668","1,436",183,0,0,"293,083","8,843","1,436",0,183,0,0,0,0,0,"293,083",0,"7,969",874
2005,CHAMBERS,"31,805","3,765","12,198","2,158",508,"84,267",677,"1,751","2,014",622,"11,577",580,"1,577",35,473,0,"84,267",271,406
2005,CHEROKEE,"48,486","8,839",288,0,606,251,"1,379","7,051","1,788",91,197,0,0,124,482,54,197,207,"1,172"
2005,CHILDRESS,"7,692","1,548",54,0,0,"13,309",354,114,"1,434",0,54,0,0,0,0,"13,309",0,319,35
2005,CLAY,"11,274","1,623",0,0,0,638,"1,879",760,863,0,0,0,0,0,0,583,55,282,"1,597"
2005,COCHRAN,"3,578",504,0,0,0,"71,037",177,504,0,0,0,0,0,0,0,"71,037",0,159,18
2005,COKE,"3,969",455,0,18,0,795,289,234,221,0,0,0,18,0,0,758,37,225,64
2005,COLEMAN,"8,869","1,553",2,0,0,770,790,17,"1,536",0,2,0,0,0,0,0,770,24,766
2005,COLLIN,"655,687","156,741","1,152",99,528,750,972,"4,928","151,813",256,896,0,99,0,528,750,0,49,923
2005,COLLINGSWORTH,"3,041",692,0,0,0,"51,215",487,685,7,0,0,0,0,0,0,"51,090",125,472,15
2005,COLORADO,"21,039","3,207",945,"16,009",0,"116,265","1,649","3,207",0,945,0,"1,537","14,472",0,0,"22,115","94,150",660,989
2005,COMAL,"95,549","16,340","1,224","7,171",0,510,243,"8,646","7,693",494,731,"6,630",542,0,0,60,450,73,170
2005,COMANCHE,"13,978","1,414",26,0,0,"28,837","4,078",566,849,4,22,0,0,0,0,"16,853","11,984","1,020","3,058"
2005,CONCHO,"3,848",811,0,0,0,"3,556",466,714,97,0,0,0,0,0,0,"2,946",610,233,233
2005,COOKE,"38,843","5,727",112,0,0,267,"1,550","5,432",294,112,0,0,0,0,0,98,169,232,"1,318"
2005,CORYELL,"75,482","13,099",0,0,0,221,"1,758","1,364","11,735",0,0,0,0,0,0,171,50,264,"1,494"
2005,COTTLE,"1,654",394,0,0,0,"4,132",460,382,12,0,0,0,0,0,0,"4,132",0,322,138
2005,CRANE,"3,842","1,076",659,1,0,0,96,"1,076",0,659,0,1,0,0,0,0,0,91,5
2005,CROCKETT,"4,032","1,298",14,49,0,427,645,"1,298",0,14,0,49,0,0,0,427,0,613,32
2005,CROSBY,"6,612",890,3,629,0,"73,866",231,366,525,2,1,185,444,0,0,"73,063",803,162,69
2005,CULBERSON,"2,692",699,0,0,0,"21,967",225,699,0,0,0,0,0,0,0,"21,967",0,214,11
2005,DALLAM,"6,238","1,461",9,0,0,"405,686","8,522","1,461",0,9,0,0,0,0,0,"405,495",191,"6,923","1,599"
2005,DALLAS,"2,300,359","573,756","23,064",144,"2,482","10,150",809,"1,540","572,216",801,"22,262",0,144,0,"2,482",117,"10,033",688,121
2005,DAWSON,"14,315","2,772",0,36,0,"103,102",92,"1,612","1,160",0,0,36,0,0,0,"102,037","1,065",83,9
2005,DEAF SMITH,"18,602","3,017",289,0,0,"141,964","10,826","3,017",0,289,0,0,0,0,0,"141,964",0,"9,795","1,031"
2005,DELTA,"5,273",860,0,0,0,"5,700",277,167,693,0,0,0,0,0,0,0,"5,700",42,235
2005,DENTON,"558,450","112,950",414,0,384,"2,500","1,073","9,923","103,027",59,355,0,0,0,384,"1,136","1,364",322,751
2005,DEWITT,"20,600","3,269",519,0,0,234,"1,993","3,232",37,519,0,0,0,0,0,234,0,"1,196",797
2005,DICKENS,"2,849",494,0,0,0,"10,843",360,169,326,0,0,0,0,0,0,"10,843",0,234,126
2005,DIMMIT,"10,081","2,331",0,0,0,"5,112",434,"2,331",0,0,0,0,0,0,0,"3,612","1,500",217,217
2005,DONLEY,"3,902",596,0,0,0,"31,030","1,178",216,381,0,0,0,0,0,0,"30,960",70,942,236
2005,DUVAL,"12,882","2,356",0,"4,373",0,"3,803",720,"2,356",0,0,0,"4,373",0,0,0,"3,803",0,648,72
2005,EASTLAND,"18,460","2,633",53,0,0,"8,180","1,136",415,"2,218",0,53,0,0,0,0,"7,880",300,57,"1,079"
2005,ECTOR,"124,549","21,504","1,677",117,0,"1,350",266,"2,264","19,240","1,590",87,117,0,0,0,"1,350",0,238,28
2005,EDWARDS,"2,057",352,0,0,0,400,464,352,0,0,0,0,0,0,0,347,53,417,47
2005,EL PASO,"726,006","117,831","6,324",99,"3,372","150,200",629,"69,802","48,029","5,518",806,99,0,"3,372",0,200,"150,000",566,63
2005,ELLIS,"133,010","25,344","4,139",23,0,208,"1,062","7,340","18,004","2,652","1,488",0,23,0,0,208,0,21,"1,041"
2005,ERATH,"33,999","4,465",58,0,0,"7,547","7,112","4,048",417,31,27,0,0,0,0,"6,988",559,"2,134","4,978"
2005,FALLS,"18,110","3,913",0,0,0,"3,904","2,001","1,601","2,312",0,0,0,0,0,0,"2,596","1,308",300,"1,701"
2005,FANNIN,"33,843","4,617",5,19,71,"6,229","1,710","2,986","1,632",0,5,19,0,71,0,322,"5,907","1,539",171
2005,FAYETTE,"23,019","3,123",183,3,"27,923","1,100","2,384","3,123",0,183,0,3,0,0,"27,923",869,231,239,"2,145"
2005,FISHER,"4,257",545,161,0,0,"3,470",605,410,136,159,1,0,0,0,0,"3,470",0,242,363
2005,FLOYD,"7,084",974,0,0,0,"116,254","1,277",779,195,0,0,0,0,0,0,"116,254",0,"1,085",192
2005,FOARD,"1,479",370,0,0,0,"3,877",380,35,335,0,0,0,0,0,0,"3,877",0,38,342
2005,FORT BEND,"455,991","74,139","4,038",449,"90,892","46,800","1,104","74,041",98,"3,784",254,277,172,"2,442","88,451","12,436","34,364",882,222
2005,FRANKLIN,"10,046","1,777",11,0,0,32,"1,070",299,"1,478",0,11,0,0,0,0,0,32,428,642
2005,FREESTONE,"19,048","3,246",0,138,170,76,"1,872","2,969",276,0,0,31,107,110,60,0,76,187,"1,685"
2005,FRIO,"16,376","2,961",0,0,153,"83,641","1,054","2,961",0,0,0,0,0,153,0,"83,641",0,632,422
2005,GAINES,"14,897","3,001",65,"1,537",0,"394,580",562,"3,001",0,65,0,"1,537",0,0,0,"394,580",0,506,56
2005,GALVESTON,"275,338","42,171","26,739",204,169,"6,300",272,"3,394","38,776",123,"26,616",204,0,0,169,0,"6,300",122,150
2005,GARZA,"4,946","1,003",2,0,0,"11,784",213,129,874,0,2,0,0,0,0,"11,784",0,43,170
2005,GILLESPIE,"23,532","4,189",15,0,0,"2,209",942,"4,189",0,6,9,0,0,0,0,"1,935",274,706,236
2005,GLASSCOCK,"1,261",147,0,0,0,"44,231",176,147,0,0,0,0,0,0,0,"44,231",0,141,35
2005,GOLIAD,"7,103",804,1,0,"1,704","2,539","1,107",804,0,1,0,0,0,134,"1,570","2,539",0,885,222
2005,GONZALES,"19,489","4,453","1,470",36,0,"1,767","4,884","1,947","2,506","1,426",44,36,0,0,0,"1,417",350,"3,658","1,226"
2005,GRAY,"22,154","4,129","3,656",0,0,"33,406","1,559","2,844","1,285","3,656",0,0,0,0,0,"33,406",0,"1,169",390
2005,GRAYSON,"117,320","18,724","3,517",0,0,"2,222","1,411","9,542","9,182","1,290","2,227",0,0,0,0,"1,911",311,353,"1,058"
2005,GREGG,"114,885","41,145","1,194",60,315,43,227,"2,679","38,466",14,"1,180",0,60,242,73,9,34,23,204
2005,GRIMES,"24,831","4,855",298,0,"5,310",110,"1,484","4,855",0,298,0,0,0,4,"5,305",89,21,445,"1,039"
2005,GUADALUPE,"104,227","16,589","2,037",0,0,495,"1,076","9,460","7,129",336,"1,701",0,0,0,0,295,200,538,538
2005,HALE,"36,104","5,499","2,623",0,0,"243,039","2,530","4,431","1,069","2,269",354,0,0,0,0,"242,795",244,"2,277",253
2005,HALL,"3,732",719,0,0,0,"24,052",302,533,186,0,0,0,0,0,0,"24,052",0,242,60
2005,HAMILTON,"8,303","1,296",5,0,0,650,"1,679",642,654,5,0,0,0,0,0,473,177,252,"1,427"
2005,HANSFORD,"5,312","1,171",454,0,0,"214,659","5,788","1,171",0,454,0,0,0,0,0,"214,532",127,"4,241","1,547"
2005,HARDEMAN,"4,515",686,238,4,0,"7,682",416,140,546,0,238,4,0,0,0,"7,682",0,166,250
2005,HARDIN,"50,197","5,954",146,3,0,340,161,"5,954",0,146,0,3,0,0,0,166,174,40,121
2005,HARRIS,"3,693,816","864,812","309,903","5,445","15,618","7,240","1,708","245,259","619,555","14,453","295,448","1,253","4,192","6,176","9,443","3,740","3,500",854,854
2005,HARRISON,"63,315","10,989","16,060",8,"12,419",466,962,"4,058","6,932",153,"15,907",8,0,0,"12,419",112,354,77,885
2005,HARTLEY,"5,434","1,176",0,0,0,"381,640","6,339","1,176",0,0,0,0,0,0,0,"381,640",0,"4,743","1,596"
2005,HASKELL,"5,641",966,0,0,0,"38,072",778,208,758,0,0,0,0,0,0,"38,001",71,233,545
2005,HAYS,"126,206","15,880",184,346,0,168,"3,673","10,598","5,282",180,5,346,0,0,0,141,27,280,"3,393"
2005,HEMPHILL,"3,441",666,2,0,0,"6,824","1,439",666,0,2,0,0,0,0,0,"6,824",0,"1,223",216
2005,HENDERSON,"78,601","10,896","1,040",2,23,343,"1,327","5,018","5,878",809,231,2,0,0,23,41,302,531,796
2005,HIDALGO,"677,902","127,423","2,437",727,"1,615","513,349",735,"5,140","122,282",8,"2,429",727,0,"1,160",455,"1,663","511,686",294,441
2005,HILL,"34,319","5,499",9,0,0,346,"1,227","2,995","2,503",1,8,0,0,0,0,108,238,61,"1,166"
2005,HOCKLEY,"22,548","3,394",396,0,0,"90,357",259,"1,584","1,811",396,0,0,0,0,0,"90,357",0,233,26
2005,HOOD,"47,542","6,605",22,0,386,"7,960",544,"5,276","1,329",22,0,0,0,93,293,0,"7,960",245,299
2005,HOPKINS,"33,298","6,583",704,67,0,42,"4,296","1,994","4,588",0,704,67,0,0,0,0,42,"2,148","2,148"
2005,HOUSTON,"23,330","4,163",197,5,0,"2,630","1,898","2,338","1,823",5,192,0,5,0,0,524,"2,106",190,"1,708"
2005,HOWARD,"33,082","7,018","3,241",3,716,"2,829",199,"4,915","2,104",449,"2,792",3,0,0,716,"2,829",0,169,30
2005,HUDSPETH,"3,566",398,0,0,0,"164,166",419,398,0,0,0,0,0,0,0,"142,833","21,333",356,63
2005,HUNT,"82,396","13,284",445,0,438,150,"1,189","1,763","11,521",67,378,0,0,0,438,70,80,0,"1,189"
2005,HUTCHINSON,"22,395","2,687","27,806",85,0,"41,811",638,"2,386",301,"24,243","3,564",85,0,0,0,"41,536",275,478,160
2005,IRION,"1,768",191,1,0,0,"1,500",209,191,0,1,0,0,0,0,0,220,"1,280",167,42
2005,JACK,"8,740",815,1,0,0,101,969,84,731,0,1,0,0,0,0,0,101,145,824
2005,JACKSON,"14,476","1,789",640,0,0,"42,893",897,"1,789",0,166,474,0,0,0,0,"42,893",0,583,314
2005,JASPER,"35,489","4,684","50,591",0,0,0,753,"4,684",0,"50,452",139,0,0,0,0,0,0,162,591
2005,JEFF DAVIS,"2,503",527,0,0,0,"3,438",395,526,1,0,0,0,0,0,0,"3,370",68,375,20
2005,JEFFERSON,"247,322","50,818","117,841",921,0,"84,883","1,064","12,883","37,936",153,"117,688",145,776,0,0,0,"84,883",213,851
2005,JIM HOGG,"5,075",909,1,0,0,500,452,909,0,1,0,0,0,0,0,500,0,407,45
2005,JIM WELLS,"40,570","9,525",112,0,0,"3,677","1,060","2,375","7,150",112,0,0,0,0,0,"3,427",250,636,424
2005,JOHNSON,"146,338","20,992","1,552",197,261,51,"1,611","8,045","12,947",79,"1,471",2,195,0,261,0,51,483,"1,128"
2005,JONES,"20,647","2,575",0,0,0,"2,412",913,144,"2,431",0,0,0,0,0,0,"1,003","1,409",320,593
2005,KARNES,"15,324","2,885",57,0,0,325,"1,267","2,885",0,57,0,0,0,0,0,225,100,696,571
2005,KAUFMAN,"89,390","12,711","1,273",0,0,150,"1,830",402,"12,309",430,843,0,0,0,0,150,0,92,"1,738"
2005,KENDALL,"28,984","4,628",0,0,0,135,396,"3,836",792,0,0,0,0,0,0,135,0,337,59
2005,KENEDY,381,250,0,0,0,0,556,250,0,0,0,0,0,0,0,0,0,528,28
2005,KENT,782,137,0,24,0,"1,296",308,137,0,0,0,24,0,0,0,"1,277",19,277,31
2005,KERR,"46,846","7,828",6,0,0,526,544,"3,847","3,981",6,0,0,0,0,0,76,450,314,230
2005,KIMBLE,"4,589",845,67,0,0,"2,525",389,221,624,2,65,0,0,0,0,164,"2,361",272,117
2005,KING,326,186,0,0,0,25,393,186,0,0,0,0,0,0,0,25,0,275,118
2005,KINNEY,"3,336","1,025",0,0,0,"3,980",331,"1,025",0,0,0,0,0,0,0,"3,980",0,265,66
2005,KLEBERG,"30,729","4,981","1,945",212,0,525,"1,462","4,688",293,"1,945",0,212,0,0,0,525,0,"1,389",73
2005,KNOX,"3,985",762,0,0,0,"40,269","1,113",188,574,0,0,0,0,0,0,"40,269",0,223,890
2005,LA SALLE,"5,974","1,192",0,0,0,"4,370",552,"1,192",0,0,0,0,0,0,0,"4,370",0,276,276
2005,LAMAR,"49,780","10,926","3,049",0,269,"4,409","1,558",184,"10,741",7,"3,042",0,0,0,269,"3,679",730,234,"1,324"
2005,LAMB,"14,797","2,523",459,0,"14,197","241,431","3,661","2,523",0,459,0,0,0,"14,197",0,"241,431",0,"3,478",183
2005,LAMPASAS,"19,825","1,917",106,0,0,342,711,396,"1,522",0,106,0,0,0,0,0,342,249,462
2005,LAVACA,"19,381","2,791","1,371",0,0,"6,303","2,266","2,791",0,"1,371",0,0,0,0,0,"5,703",600,"1,700",566
2005,LEE,"16,594","2,496",13,0,0,470,"2,223","2,494",2,13,0,0,0,0,0,470,0,667,"1,556"
2005,LEON,"16,248","2,692",766,91,0,285,"1,790","2,692",0,766,0,91,0,0,0,285,0,90,"1,700"
2005,LIBERTY,"76,716","10,035",726,0,0,"61,885",862,"10,035",0,726,0,0,0,0,0,2,"61,883",0,862
2005,LIMESTONE,"22,634","3,360",30,642,"20,977",0,"1,943","2,589",770,0,30,642,0,649,"20,328",0,0,19,"1,924"
2005,LIPSCOMB,"3,154",625,102,0,0,"27,263",867,625,0,102,0,0,0,0,0,"27,263",0,780,87
2005,LIVE OAK,"12,254","2,058","1,964",0,0,"1,513",970,"1,501",557,851,"1,114",0,0,0,0,"1,513",0,679,291
2005,LLANO,"18,570","3,979",3,0,6,"3,350",637,707,"3,272",3,0,0,0,0,6,470,"2,880",350,287
2005,LOVING,64,7,0,0,0,0,88,7,0,0,0,0,0,0,0,0,0,86,2
2005,LUBBOCK,"250,276","46,289",724,0,840,"115,686",941,"26,642","19,647",423,301,0,0,4,836,"109,686","6,000",922,19
2005,LYNN,"6,241",688,0,0,0,"65,447",126,506,182,0,0,0,0,0,0,"60,788","4,659",107,19
2005,MADISON,"13,453","2,345",210,0,0,16,"1,128","2,345",0,210,0,0,0,0,0,0,16,113,"1,015"
2005,MARION,"10,909","1,524",0,0,"2,424",0,118,972,552,0,0,0,0,82,"2,341",0,0,6,112
2005,MARTIN,"4,676",370,0,36,0,"16,152",78,73,297,0,0,36,0,0,0,"16,152",0,55,23
2005,MASON,"3,882",704,0,0,0,"8,413","1,008",704,0,0,0,0,0,0,0,"8,375",38,756,252
2005,MATAGORDA,"37,331","4,690","2,568","5,022","6,990","169,771","1,650","4,690",0,"1,540","1,029",0,"5,022","1,296","5,694","28,546","141,225","1,072",578
2005,MAVERICK,"51,289","6,660",78,0,0,"53,720",432,66,"6,594",16,62,0,0,0,0,0,"53,720",302,130
2005,MCCULLOCH,"8,140","2,063",34,743,0,"3,629",683,"2,033",30,34,0,743,0,0,0,"3,150",479,546,137
2005,MCLENNAN,"222,313","47,778","4,025",392,142,"5,059","1,947","13,946","33,832",458,"3,567",2,390,142,0,"1,310","3,749",292,"1,655"
2005,MCMULLEN,865,166,0,219,0,0,463,166,0,0,0,219,0,0,0,0,0,93,370
2005,MEDINA,"42,784","8,671",37,0,0,"49,950","1,230","8,671",0,37,0,0,0,0,0,"33,450","16,500","1,107",123
2005,MENARD,"2,330",261,3,0,0,"1,625",380,261,0,3,0,0,0,0,0,215,"1,410",323,57
2005,MIDLAND,"119,636","30,604",142,752,0,"18,861",293,"5,255","25,350",142,0,752,0,0,0,"18,861",0,290,3
2005,MILAM,"25,548","4,669","45,939",0,0,"5,612","1,899","3,268","1,400","34,762","11,177",0,0,0,0,"4,752",860,570,"1,329"
2005,MILLS,"5,291","1,150",2,0,0,"2,754",948,409,740,0,2,0,0,0,0,273,"2,481",379,569
2005,MITCHELL,"9,576","1,820",0,0,28,"5,931",304,"1,745",75,0,0,0,0,17,12,"5,931",0,76,228
2005,MONTAGUE,"19,677","2,892",1,0,0,172,"1,379","1,195","1,697",0,1,0,0,0,0,172,0,69,"1,310"
2005,MONTGOMERY,"375,689","63,029","1,931",4,372,500,524,"62,874",155,"1,862",69,4,0,369,3,65,435,498,26
2005,MOORE,"20,014","4,402","8,578",12,142,"291,078","3,082","4,402",0,"8,578",0,12,0,142,0,"291,078",0,"2,620",462
2005,MORRIS,"12,964","1,778","47,645",0,"7,166",0,626,796,982,173,"47,472",0,0,0,"7,166",0,0,63,563
2005,MOTLEY,"1,331",283,0,0,0,"8,522",449,267,17,0,0,0,0,0,0,"8,522",0,337,112
2005,NACOGDOCHES,"61,585","12,074","2,344",0,0,390,"1,202","6,859","5,215","2,030",314,0,0,0,0,206,184,120,"1,082"
2005,NAVARRO,"48,100","8,852",425,460,0,98,"1,469",425,"8,427",0,425,2,458,0,0,0,98,73,"1,396"
2005,NEWTON,"14,577","4,297",7,0,0,375,122,"4,297",0,7,0,0,0,0,0,248,127,43,79
2005,NOLAN,"15,167","2,433",776,0,0,"5,511",360,"1,836",597,600,176,0,0,0,0,"5,356",155,216,144
2005,NUECES,"317,144","67,059","37,567",753,131,400,296,805,"66,254","2,489","35,078",509,244,0,131,300,100,284,12
2005,OCHILTREE,"9,166","2,185",0,52,0,"88,256","2,722","2,185",0,0,0,52,0,0,0,"88,256",0,"2,450",272
2005,OLDHAM,"2,204",690,0,2,0,"6,711","1,048",690,0,0,0,2,0,0,0,"6,711",0,629,419
2005,ORANGE,"84,245","11,883","43,694",0,"1,170","4,333",222,"11,796",88,"3,620","40,074",0,0,"1,170",0,0,"4,333",144,78
2005,PALO PINTO,"27,727","4,926",13,0,1,"3,500","1,530",273,"4,653",2,11,0,0,0,1,238,"3,262",85,"1,445"
2005,PANOLA,"23,048","4,131","1,614",8,0,0,"3,205","2,400","1,731",669,945,8,0,0,0,0,0,320,"2,885"
2005,PARKER,"103,549","13,720",83,698,3,396,"1,317","5,901","7,818",11,73,0,698,0,3,206,190,132,"1,185"
2005,PARMER,"9,854","1,497","1,917",0,0,"291,445","7,231","1,497",0,"1,917",0,0,0,0,0,"291,445",0,"6,613",618
2005,PECOS,"16,239","4,406",195,5,0,"46,603",834,"4,406",0,195,0,5,0,0,0,"41,404","5,199",792,42
2005,POLK,"45,842","6,474",550,0,0,100,428,"5,152","1,321",439,110,0,0,0,0,100,0,43,385
2005,POTTER,"119,377","27,529","5,135",146,"5,386","5,504",645,"17,926","9,603","4,867",267,146,0,"1,624","3,761","5,504",0,548,97
2005,PRESIDIO,"7,954","1,375",0,0,0,"6,942",368,"1,375",0,0,0,0,0,0,0,"3,738","3,204",331,37
