HUCId,PercentCurrent,AreaCurrent,PercentChangeFromWAve,AreaChangeFromWAve,StatisticFormatID,USDMLevelID,USDMLevel,Name,HUCLevel,AreaMiles,MapDate
1208    ,70.47,"11,330.41",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-06-06
1208    ,29.58,"4,756.06",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-06-06
1208    ,9.58,"1,539.86",0.00,0.00,1,4,D3  ,Upper Colorado,4,"16,078.78",2000-06-06
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-06-13
1208    ,70.47,"11,330.41",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-06-13
1208    ,29.58,"4,756.09",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-06-13
1208    ,9.58,"1,539.76",0.00,0.00,1,4,D3  ,Upper Colorado,4,"16,078.78",2000-06-13
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-06-20
1208    ,70.47,"11,330.41",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-06-20
1208    ,25.86,"4,158.26",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-06-20
1208    ,6.30,"1,012.57",0.00,0.00,1,4,D3  ,Upper Colorado,4,"16,078.78",2000-06-20
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-06-27
1208    ,76.62,"12,318.99",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-06-27
1208    ,21.20,"3,408.61",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-06-27
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-07-04
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-07-11
1208    ,96.10,"15,451.74",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-07-18
1208    ,0.09,14.72,0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-07-18
1208    ,96.10,"15,451.74",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-07-25
1208    ,0.80,129.08,0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-07-25
1208    ,96.10,"15,451.74",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-08-01
1208    ,11.09,"1,782.49",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-08-01
1208    ,93.47,"15,028.28",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-08-08
1208    ,15.12,"2,430.54",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-08-08
1208    ,93.47,"15,028.09",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-08-15
1208    ,15.78,"2,537.39",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-08-15
1208    ,0.74,119.78,0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-08-15
1208    ,93.41,"15,019.63",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-08-22
1208    ,27.92,"4,489.43",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-08-22
1208    ,0.75,120.80,0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-08-22
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-08-29
1208    ,93.21,"14,986.49",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-08-29
1208    ,36.31,"5,837.70",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-08-29
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-09-05
1208    ,100.00,"16,078.78",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-09-05
1208    ,94.20,"15,146.07",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-09-05
1208    ,12.91,"2,075.01",0.00,0.00,1,4,D3  ,Upper Colorado,4,"16,078.78",2000-09-05
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-09-12
1208    ,100.00,"16,078.78",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-09-12
1208    ,100.00,"16,078.78",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-09-12
1208    ,19.58,"3,147.49",0.00,0.00,1,4,D3  ,Upper Colorado,4,"16,078.78",2000-09-12
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-09-19
1208    ,100.00,"16,078.78",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-09-19
1208    ,100.00,"16,078.78",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-09-19
1208    ,19.58,"3,147.45",0.00,0.00,1,4,D3  ,Upper Colorado,4,"16,078.78",2000-09-19
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-09-26
1208    ,100.00,"16,078.78",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-09-26
1208    ,100.00,"16,078.78",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-09-26
1208    ,19.31,"3,104.21",0.00,0.00,1,4,D3  ,Upper Colorado,4,"16,078.78",2000-09-26
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-10-03
1208    ,100.00,"16,078.78",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-10-03
1208    ,100.00,"16,078.78",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-10-03
1208    ,19.31,"3,104.19",0.00,0.00,1,4,D3  ,Upper Colorado,4,"16,078.78",2000-10-03
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-10-10
1208    ,100.00,"16,078.78",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-10-10
1208    ,100.00,"16,078.78",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-10-10
1208    ,77.60,"12,476.78",0.00,0.00,1,4,D3  ,Upper Colorado,4,"16,078.78",2000-10-10
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-10-17
1208    ,100.00,"16,078.78",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-10-17
1208    ,100.00,"16,078.78",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-10-17
1208    ,79.13,"12,723.85",0.00,0.00,1,4,D3  ,Upper Colorado,4,"16,078.78",2000-10-17
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-10-24
1208    ,100.00,"16,078.78",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-10-24
1208    ,100.00,"16,078.78",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-10-24
1208    ,56.08,"9,016.23",0.00,0.00,1,4,D3  ,Upper Colorado,4,"16,078.78",2000-10-24
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-10-31
1208    ,100.00,"16,078.78",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-10-31
1208    ,97.88,"15,738.30",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-10-31
1208    ,27.18,"4,369.59",0.00,0.00,1,4,D3  ,Upper Colorado,4,"16,078.78",2000-10-31
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-11-07
1208    ,98.53,"15,842.75",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-11-07
1208    ,25.31,"4,069.12",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-11-07
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-11-14
1208    ,98.53,"15,842.75",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-11-14
1208    ,29.19,"4,693.86",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-11-14
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-11-21
1208    ,93.81,"15,083.09",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-11-21
1208    ,23.99,"3,857.41",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-11-21
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-11-28
1208    ,93.81,"15,083.09",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-11-28
1208    ,23.99,"3,857.41",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-11-28
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-12-05
1208    ,93.81,"15,083.09",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-12-05
1208    ,23.99,"3,857.41",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-12-05
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-12-12
1208    ,93.81,"15,083.09",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-12-12
1208    ,23.99,"3,857.41",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-12-12
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-12-19
1208    ,93.93,"15,103.36",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-12-19
1208    ,23.99,"3,857.41",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-12-19
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2000-12-26
1208    ,91.03,"14,635.90",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2000-12-26
1208    ,23.99,"3,857.41",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2000-12-26
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-01-02
1208    ,91.03,"14,635.90",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-01-02
1208    ,23.99,"3,857.41",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-01-02
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-01-09
1208    ,91.03,"14,635.90",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-01-09
1208    ,23.99,"3,857.41",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-01-09
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-01-16
1208    ,91.03,"14,635.90",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-01-16
1208    ,23.99,"3,857.41",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-01-16
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-01-23
1208    ,91.02,"14,635.70",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-01-23
1208    ,27.16,"4,367.13",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-01-23
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-01-30
1208    ,56.79,"9,130.51",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-01-30
1208    ,25.99,"4,178.59",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-01-30
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-02-06
1208    ,61.13,"9,829.28",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-02-06
1208    ,25.99,"4,178.59",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-02-06
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-02-13
1208    ,61.13,"9,829.28",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-02-13
1208    ,25.99,"4,178.59",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-02-13
1208    ,99.83,"16,051.90",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-02-20
1208    ,61.13,"9,829.28",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-02-20
1208    ,25.99,"4,178.59",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-02-20
1208    ,99.83,"16,051.90",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-02-27
1208    ,61.13,"9,829.28",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-02-27
1208    ,25.99,"4,178.59",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-02-27
1208    ,99.83,"16,051.90",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-03-06
1208    ,61.13,"9,829.28",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-03-06
1208    ,25.99,"4,178.59",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-03-06
1208    ,99.83,"16,051.90",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-03-13
1208    ,61.13,"9,829.28",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-03-13
1208    ,25.99,"4,178.59",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-03-13
1208    ,99.83,"16,051.90",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-03-20
1208    ,61.13,"9,829.28",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-03-20
1208    ,25.99,"4,178.59",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-03-20
1208    ,99.54,"16,005.36",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-03-27
1208    ,61.13,"9,829.28",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-03-27
1208    ,25.99,"4,178.59",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-03-27
1208    ,99.54,"16,005.36",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-04-03
1208    ,61.13,"9,829.28",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-04-03
1208    ,25.99,"4,178.59",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-04-03
1208    ,99.54,"16,005.36",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-04-10
1208    ,61.13,"9,829.28",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-04-10
1208    ,25.99,"4,178.59",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-04-10
1208    ,99.54,"16,005.40",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-04-17
1208    ,57.87,"9,304.66",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-04-17
1208    ,22.48,"3,614.71",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-04-17
1208    ,99.54,"16,005.40",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-04-24
1208    ,57.87,"9,304.66",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-04-24
1208    ,22.48,"3,614.71",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-04-24
1208    ,99.54,"16,005.39",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-05-01
1208    ,61.16,"9,833.25",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-05-01
1208    ,22.48,"3,614.71",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-05-01
1208    ,99.54,"16,005.36",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-05-08
1208    ,61.16,"9,833.25",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-05-08
1208    ,22.48,"3,614.71",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-05-08
1208    ,91.92,"14,779.84",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-05-15
1208    ,61.16,"9,833.25",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-05-15
1208    ,22.48,"3,614.71",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-05-15
1208    ,91.92,"14,779.84",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-05-22
1208    ,61.16,"9,833.25",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-05-22
1208    ,22.48,"3,614.71",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-05-22
1208    ,91.92,"14,779.84",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-05-29
1208    ,56.55,"9,092.13",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-05-29
1208    ,22.48,"3,614.71",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-05-29
1208    ,91.92,"14,779.77",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-06-05
1208    ,56.55,"9,092.13",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-06-05
1208    ,22.48,"3,614.71",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-06-05
1208    ,93.43,"15,023.17",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-06-12
1208    ,58.82,"9,457.76",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-06-12
1208    ,22.48,"3,614.71",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-06-12
1208    ,99.68,"16,027.98",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-06-19
1208    ,80.64,"12,966.18",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-06-19
1208    ,35.97,"5,782.74",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-06-19
1208    ,99.68,"16,027.97",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-06-26
1208    ,81.15,"13,048.09",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-06-26
1208    ,35.97,"5,782.74",0.00,0.00,1,3,D2  ,Upper Colorado,4,"16,078.78",2001-06-26
1208    ,100.00,"16,078.78",0.00,0.00,1,1,D0  ,Upper Colorado,4,"16,078.78",2001-07-03
1208    ,86.12,"13,847.63",0.00,0.00,1,2,D1  ,Upper Colorado,4,"16,078.78",2001-07-03
