date,,reservoir_storage,conservation_storage,percent_full,conservation_capacity,Population ,Storage_per_capita
2/10/1955,1955.12,1643973,1586861,75.6,2100242,367204.1885,4.321467591
2/11/1955,1955.12,1646568,1589457,75.7,2100242,367217.4126,4.32838135
2/12/1955,1955.13,1642293,1585182,75.5,2100242,367230.6367,4.316584298
2/13/1955,1955.13,1640651,1583539,75.4,2100242,367243.8608,4.311954995
2/14/1955,1955.13,1640803,1583691,75.4,2100242,367257.0849,4.31221361
2/15/1955,1955.13,1639864,1582752,75.4,2100242,367270.309,4.309501642
2/16/1955,1955.14,1638740,1581628,75.3,2100242,367283.5332,4.306286172
2/17/1955,1955.14,1640341,1583229,75.4,2100242,367296.7573,4.310490002
2/18/1955,1955.14,1640355,1583244,75.4,2100242,367309.9814,4.310375651
2/19/1955,1955.15,1640867,1583755,75.4,2100242,367323.2055,4.311611617
2/20/1955,1955.15,1643486,1586374,75.5,2100242,367336.4296,4.318586103
2/21/1955,1955.15,1645141,1588029,75.6,2100242,367349.6537,4.322935884
2/22/1955,1955.15,1643034,1585923,75.5,2100242,367362.8778,4.317047518
2/23/1955,1955.16,1640708,1583597,75.4,2100242,367376.1019,4.310560735
2/24/1955,1955.16,1638914,1581802,75.3,2100242,367389.326,4.305519752
2/25/1955,1955.16,1636372,1579260,75.2,2100242,367402.5501,4.29844594
2/26/1955,1955.16,1633454,1576342,75.1,2100242,367415.7742,4.290349273
2/27/1955,1955.17,1632588,1575476,75,2100242,367428.9984,4.287837942
2/28/1955,1955.17,1632436,1575324,75,2100242,367442.2225,4.287269953
3/1/1955,1955.17,1630542,1573430,74.9,2100242,367455.4466,4.281961295
3/2/1955,1955.18,1629452,1572340,74.9,2100242,367468.6707,4.278840961
3/3/1955,1955.18,1626865,1569754,74.7,2100242,367481.8948,4.271649902
3/4/1955,1955.18,1625962,1568851,74.7,2100242,367495.1189,4.269039014
3/5/1955,1955.18,1625794,1568683,74.7,2100242,367508.343,4.268428268
3/6/1955,1955.19,1624999,1567887,74.7,2100242,367521.5671,4.266108823
3/7/1955,1955.19,1624506,1567394,74.6,2100242,367534.7912,4.264613956
3/8/1955,1955.19,1621748,1564636,74.5,2100242,367548.0153,4.256956737
3/9/1955,1955.19,1620256,1563144,74.4,2100242,367561.2395,4.252744393
3/10/1955,1955.2,1618250,1561138,74.3,2100242,367574.4636,4.247133995
3/11/1955,1955.2,1617067,1559955,74.3,2100242,367587.6877,4.243762923
3/12/1955,1955.2,1616658,1559546,74.3,2100242,367600.9118,4.242497638
3/13/1955,1955.21,1617232,1560120,74.3,2100242,367614.1359,4.243906443
3/14/1955,1955.21,1617424,1560312,74.3,2100242,367627.36,4.244276052
3/15/1955,1955.21,1615839,1558727,74.2,2100242,367640.5841,4.239812108
3/16/1955,1955.21,1615197,1558086,74.2,2100242,367653.8082,4.237916119
3/17/1955,1955.22,1614064,1556952,74.1,2100242,367667.0323,4.234679379
3/18/1955,1955.22,1613040,1555928,74.1,2100242,367680.2564,4.231742044
3/19/1955,1955.22,1614313,1557202,74.1,2100242,367693.4805,4.235054692
3/20/1955,1955.22,1614979,1557868,74.2,2100242,367706.7047,4.23671361
3/21/1955,1955.23,1618524,1561413,74.3,2100242,367719.9288,4.246201736
3/22/1955,1955.23,1619621,1562509,74.4,2100242,367733.1529,4.24902946
3/23/1955,1955.23,1616098,1558987,74.2,2100242,367746.377,4.239299413
3/24/1955,1955.24,1614911,1557799,74.2,2100242,367759.6011,4.235916602
3/25/1955,1955.24,1613015,1555903,74.1,2100242,367772.8252,4.230608934
3/26/1955,1955.24,1614059,1556947,74.1,2100242,367786.0493,4.233295425
3/27/1955,1955.24,1608575,1551464,73.9,2100242,367799.2734,4.21823563
3/28/1955,1955.25,1607241,1550130,73.8,2100242,367812.4975,4.214457123
3/29/1955,1955.25,1604638,1547526,73.7,2100242,367825.7216,4.207226164
3/30/1955,1955.25,1601612,1544500,73.5,2100242,367838.9458,4.198848485
3/31/1955,1955.25,1600331,1543219,73.5,2100242,367852.1699,4.195215161
4/1/1955,1955.26,1598814,1541702,73.4,2100242,367865.394,4.190940559
4/2/1955,1955.26,1595979,1538868,73.3,2100242,367878.6181,4.18308628
4/3/1955,1955.26,1593780,1536669,73.2,2100242,367891.8422,4.176958616
4/4/1955,1955.27,1592082,1534971,73.1,2100242,367905.0663,4.172193157
4/5/1955,1955.27,1590184,1533073,73,2100242,367918.2904,4.166884441
4/6/1955,1955.27,1588106,1530994,72.9,2100242,367931.5145,4.161084168
4/7/1955,1955.27,1587566,1530455,72.9,2100242,367944.7386,4.159469723
4/8/1955,1955.28,1585227,1528115,72.8,2100242,367957.9627,4.152960813
4/9/1955,1955.28,1583222,1526110,72.7,2100242,367971.1868,4.147362768
4/10/1955,1955.28,1582708,1525596,72.6,2100242,367984.411,4.145816927
4/11/1955,1955.28,1581353,1524241,72.6,2100242,367997.6351,4.141985857
4/12/1955,1955.29,1583989,1526878,72.7,2100242,368010.8592,4.149002569
4/13/1955,1955.29,1581885,1524774,72.6,2100242,368024.0833,4.143136466
4/14/1955,1955.29,1580701,1523590,72.5,2100242,368037.3074,4.139770532
4/15/1955,1955.3,1580008,1522898,72.5,2100242,368050.5315,4.137741613
4/16/1955,1955.3,1580026,1522914,72.5,2100242,368063.7556,4.13763642
4/17/1955,1955.3,1578391,1521280,72.4,2100242,368076.9797,4.133048476
4/18/1955,1955.3,1577815,1520704,72.4,2100242,368090.2038,4.131335157
4/19/1955,1955.31,1576041,1518929,72.3,2100242,368103.4279,4.126364724
4/20/1955,1955.31,1574223,1517111,72.2,2100242,368116.6521,4.121277838
4/21/1955,1955.31,1569547,1512435,72,2100242,368129.8762,4.108427753
4/22/1955,1955.32,1567806,1510695,71.9,2100242,368143.1003,4.103553751
4/23/1955,1955.32,1566142,1509030,71.9,2100242,368156.3244,4.098883817
4/24/1955,1955.32,1564530,1507419,71.8,2100242,368169.5485,4.094360889
4/25/1955,1955.32,1562257,1505146,71.7,2100242,368182.7726,4.088040267
4/26/1955,1955.33,1558944,1501832,71.5,2100242,368195.9967,4.0788928
4/27/1955,1955.33,1555588,1498476,71.3,2100242,368209.2208,4.069631925
4/28/1955,1955.33,1552346,1495234,71.2,2100242,368222.4449,4.06068131
4/29/1955,1955.33,1549703,1492591,71.1,2100242,368235.669,4.053358014
4/30/1955,1955.34,1547024,1489912,70.9,2100242,368248.8932,4.045937483
5/1/1955,1955.34,1541596,1484485,70.7,2100242,368262.1173,4.03105541
5/2/1955,1955.34,1537066,1479954,70.5,2100242,368275.3414,4.018607367
5/3/1955,1955.35,1531884,1474772,70.2,2100242,368288.5655,4.004392583
5/4/1955,1955.35,1527796,1470684,70,2100242,368301.7896,3.99314921
5/5/1955,1955.35,1524006,1466895,69.8,2100242,368315.0137,3.982718449
5/6/1955,1955.35,1520012,1462901,69.7,2100242,368328.2378,3.971731868
5/7/1955,1955.36,1516209,1459097,69.5,2100242,368341.4619,3.961261902
5/8/1955,1955.36,1512166,1455055,69.3,2100242,368354.686,3.950146571
5/9/1955,1955.36,1507843,1450731,69.1,2100242,368367.9101,3.9382665
5/10/1955,1955.36,1502838,1445727,68.8,2100242,368381.1342,3.924541367
5/11/1955,1955.37,1501536,1444425,68.8,2100242,368394.3584,3.920866233
5/12/1955,1955.37,1501394,1444283,68.8,2100242,368407.5825,3.920340049
5/13/1955,1955.37,1520829,1463717,69.7,2100242,368420.8066,3.972948796
5/14/1955,1955.38,1536891,1479779,70.5,2100242,368434.0307,4.016401518
5/15/1955,1955.38,1542711,1485600,70.7,2100242,368447.2548,4.032056097
5/16/1955,1955.38,1550202,1493090,71.1,2100242,368460.4789,4.05223921
5/17/1955,1955.38,1550068,1492957,71.1,2100242,368473.703,4.051732831
5/18/1955,1955.39,1558161,1501049,71.5,2100242,368486.9271,4.073547498
5/19/1955,1955.39,1622976,1565864,74.6,2100242,368500.1512,4.249289979
5/20/1955,1955.39,1787829,1730717,82.4,2100242,368513.3753,4.696483536
5/21/1955,1955.39,1890399,1833287,87.3,2100242,368526.5995,4.974639559
5/22/1955,1955.4,1967348,1910236,91,2100242,368539.8236,5.183255317
5/23/1955,1955.4,2054661,1992671,94.9,2100242,368553.0477,5.406741343
5/24/1955,1955.4,2085532,2028420,96.6,2100242,368566.2718,5.503542118
5/25/1955,1955.41,2087766,2030654,96.7,2100242,368579.4959,5.509405766
5/26/1955,1955.41,2082942,2025830,96.5,2100242,368592.72,5.496120488
5/27/1955,1955.41,2088198,2031086,96.7,2100242,368605.9441,5.510182439
5/28/1955,1955.41,2087193,2030080,96.7,2100242,368619.1682,5.507255658
5/29/1955,1955.42,2087846,2030735,96.7,2100242,368632.3923,5.508834932
5/30/1955,1955.42,2091427,2034316,96.9,2100242,368645.6164,5.518351255
5/31/1955,1955.42,2088948,2031837,96.7,2100242,368658.8405,5.511428932
6/1/1955,1955.42,2085085,2027972,96.6,2100242,368672.0647,5.500747668
6/2/1955,1955.43,2081219,2024107,96.4,2100242,368685.2888,5.49006717
6/3/1955,1955.43,2077534,2020422,96.2,2100242,368698.5129,5.479875642
6/4/1955,1955.43,2075356,2018244,96.1,2100242,368711.737,5.473772049
6/5/1955,1955.44,2072515,2015403,96,2100242,368724.9611,5.465870805
6/6/1955,1955.44,2078145,2021033,96.2,2100242,368738.1852,5.480943068
6/7/1955,1955.44,2110459,2047187,97.5,2100242,368751.4093,5.551672342
6/8/1955,1955.44,2138855,2079573,99,2100242,368764.6334,5.639296211
6/9/1955,1955.45,2166078,2100049,100,2100242,368777.8575,5.694617931
6/10/1955,1955.45,2188351,2100049,100,2100242,368791.0816,5.694413733
6/11/1955,1955.45,2203806,2100049,100,2100242,368804.3058,5.69420955
6/12/1955,1955.45,2208040,2100049,100,2100242,368817.5299,5.694005382
6/13/1955,1955.46,2203013,2099386,100,2100242,368830.754,5.692003656
6/14/1955,1955.46,2195998,2093260,99.7,2100242,368843.9781,5.675190933
6/15/1955,1955.46,2188269,2088727,99.5,2100242,368857.2022,5.66269816
6/16/1955,1955.47,2182170,2085218,99.3,2100242,368870.4263,5.652982325
6/17/1955,1955.47,2182538,2090358,99.5,2100242,368883.6504,5.666713604
6/18/1955,1955.47,2189857,2092905,99.7,2100242,368896.8745,5.673414834
6/19/1955,1955.47,2190516,2087583,99.4,2100242,368910.0986,5.658785183
6/20/1955,1955.48,2192591,2085840,99.3,2100242,368923.3227,5.653857784
6/21/1955,1955.48,2190023,2085263,99.3,2100242,368936.5468,5.652091173
6/22/1955,1955.48,2181938,2080398,99.1,2100242,368949.771,5.638702511
6/23/1955,1955.48,2175112,2077364,98.9,2100242,368962.9951,5.630277366
6/24/1955,1955.49,2168560,2076183,98.9,2100242,368976.2192,5.626874828
6/25/1955,1955.49,2159313,2072881,98.7,2100242,368989.4433,5.617724403
6/26/1955,1955.49,2149659,2069145,98.5,2100242,369002.6674,5.60739849
6/27/1955,1955.5,2138784,2066510,98.4,2100242,369015.8915,5.600056929
6/28/1955,1955.5,2129051,2064772,98.3,2100242,369029.1156,5.595146596
6/29/1955,1955.5,2117650,2060538,98.1,2100242,369042.3397,5.583473163
6/30/1955,1955.5,2112673,2055561,97.9,2100242,369055.5638,5.56978732
7/1/1955,1955.51,2112673,2055561,97.9,2100242,369068.7879,5.569587749
7/2/1955,1955.51,2107997,2050886,97.6,2100242,369082.0121,5.556721631
7/3/1955,1955.51,2103342,2046231,97.4,2100242,369095.2362,5.543910621
7/4/1955,1955.52,2099793,2042681,97.3,2100242,369108.4603,5.534094229
7/5/1955,1955.52,2097496,2040384,97.1,2100242,369121.6844,5.527673085
7/6/1955,1955.52,2093369,2036257,97,2100242,369134.9085,5.516294864
7/7/1955,1955.52,2090651,2033540,96.8,2100242,369148.1326,5.508737064
7/8/1955,1955.53,2083533,2026421,96.5,2100242,369161.3567,5.489255479
7/9/1955,1955.53,2079547,2022435,96.3,2100242,369174.5808,5.47826179
7/10/1955,1955.53,2076340,2019228,96.1,2100242,369187.8049,5.469378926
7/11/1955,1955.53,2069394,2012283,95.8,2100242,369201.029,5.450372133
7/12/1955,1955.54,2064927,2007815,95.6,2100242,369214.2532,5.438075542
7/13/1955,1955.54,2067283,2010171,95.7,2100242,369227.4773,5.444261665
7/14/1955,1955.54,2064823,2007710,95.6,2100242,369240.7014,5.437401653
7/15/1955,1955.55,2056778,1999666,95.2,2100242,369253.9255,5.415422456
7/16/1955,1955.55,2052869,1995758,95,2100242,369267.1496,5.404645396
7/17/1955,1955.55,2050273,1993162,94.9,2100242,369280.3737,5.397421964
7/18/1955,1955.55,2055152,1998041,95.1,2100242,369293.5978,5.410440397
7/19/1955,1955.56,2069188,2012077,95.8,2100242,369306.8219,5.448252999
7/20/1955,1955.56,2075795,2018684,96.1,2100242,369320.046,5.465947548
7/21/1955,1955.56,2133590,2076478,98.9,2100242,369333.2701,5.622233814
7/22/1955,1955.56,2156521,2088167,99.4,2100242,369346.4942,5.653680304
7/23/1955,1955.57,2156661,2086419,99.3,2100242,369359.7184,5.648745373
7/24/1955,1955.57,2153417,2087582,99.4,2100242,369372.9425,5.651691719
7/25/1955,1955.57,2145879,2085287,99.3,2100242,369386.1666,5.645276377
7/26/1955,1955.58,2140659,2083161,99.2,2100242,369399.3907,5.639318993
7/27/1955,1955.58,2138060,2080949,99.1,2100242,369412.6148,5.633129235
7/28/1955,1955.58,2133094,2075982,98.8,2100242,369425.8389,5.6194824
7/29/1955,1955.58,2130140,2070322,98.6,2100242,369439.063,5.603960727
7/30/1955,1955.59,2123513,2066401,98.4,2100242,369452.2871,5.593147132
7/31/1955,1955.59,2117722,2060610,98.1,2100242,369465.5112,5.577272945
8/1/1955,1955.59,2131309,2065085,98.3,2100242,369478.7353,5.589184985
8/2/1955,1955.59,2106287,2049176,97.6,2100242,369491.9595,5.545928531
8/3/1955,1955.6,2102684,2045572,97.4,2100242,369505.1836,5.535976465
8/4/1955,1955.6,2099935,2042823,97.3,2100242,369518.4077,5.528338934
8/5/1955,1955.6,2097621,2040510,97.2,2100242,369531.6318,5.521881821
8/6/1955,1955.61,1983636,1926525,91.7,2100242,369544.8559,5.213237228
8/7/1955,1955.61,1981388,1924277,91.6,2100242,369558.08,5.206967738
8/8/1955,1955.61,1979691,1922579,91.5,2100242,369571.3041,5.202186909
8/9/1955,1955.61,1978214,1921103,91.5,2100242,369584.5282,5.198007095
8/10/1955,1955.62,1974714,1917602,91.3,2100242,369597.7523,5.188348652
8/11/1955,1955.62,1974712,1917600,91.3,2100242,369610.9764,5.18815761
8/12/1955,1955.62,1980071,1921993,91.5,2100242,369624.2005,5.199857036
8/13/1955,1955.62,2083579,2026468,96.5,2100242,369637.4247,5.482312842
8/14/1955,1955.63,2082329,2025218,96.4,2100242,369650.6488,5.478735143
8/15/1955,1955.63,2074306,2017195,96,2100242,369663.8729,5.45683565
8/16/1955,1955.63,2070020,2012908,95.8,2100242,369677.097,5.445043841
8/17/1955,1955.64,2063690,2006579,95.5,2100242,369690.3211,5.427729333
8/18/1955,1955.64,2057518,2000407,95.2,2100242,369703.5452,5.410840729
8/19/1955,1955.64,2053491,1996379,95.1,2100242,369716.7693,5.399752366
8/20/1955,1955.64,2052843,1995731,95,2100242,369729.9934,5.397806603
8/21/1955,1955.65,2053825,1996714,95.1,2100242,369743.2175,5.400272149
8/22/1955,1955.65,2056757,1999646,95.2,2100242,369756.4416,5.408008556
8/23/1955,1955.65,2056841,1999729,95.2,2100242,369769.6658,5.408039613
8/24/1955,1955.65,2057420,2000309,95.2,2100242,369782.8899,5.409414699
8/25/1955,1955.66,2055086,1997975,95.1,2100242,369796.114,5.40290967
8/26/1955,1955.66,2051855,1994744,95,2100242,369809.3381,5.393979531
8/27/1955,1955.66,2034433,1977322,94.1,2100242,369822.5622,5.346677575
8/28/1955,1955.67,2046715,1989604,94.7,2100242,369835.7863,5.379695729
8/29/1955,1955.67,2044047,1986936,94.6,2100242,369849.0104,5.372289621
8/30/1955,1955.67,2042038,1984927,94.5,2100242,369862.2345,5.366665787
8/31/1955,1955.67,2039463,1982351,94.4,2100242,369875.4586,5.359509407
9/1/1955,1955.68,2034851,1977740,94.2,2100242,369888.6827,5.346851884
9/2/1955,1955.68,2031466,1974354,94,2100242,369901.9068,5.337506954
9/3/1955,1955.68,2030796,1973685,94,2100242,369915.131,5.33550762
9/4/1955,1955.68,2030019,1972907,93.9,2100242,369928.3551,5.333213778
9/5/1955,1955.69,2027373,1970261,93.8,2100242,369941.5792,5.325870653
9/6/1955,1955.69,2024886,1967774,93.7,2100242,369954.8033,5.318957836
9/7/1955,1955.69,2021766,1964655,93.5,2100242,369968.0274,5.310337258
9/8/1955,1955.7,2019534,1962423,93.4,2100242,369981.2515,5.304114714
9/9/1955,1955.7,2014889,1957777,93.2,2100242,369994.4756,5.291368193
9/10/1955,1955.7,2011723,1954611,93.1,2100242,370007.6997,5.282622501
9/11/1955,1955.7,2012074,1954963,93.1,2100242,370020.9238,5.283385004
9/12/1955,1955.71,2018084,1960973,93.4,2100242,370034.1479,5.299437933
9/13/1955,1955.71,2015102,1957990,93.2,2100242,370047.3721,5.29118742
9/14/1955,1955.71,2011692,1954580,93.1,2100242,370060.5962,5.281783633
9/15/1955,1955.72,2008274,1951162,92.9,2100242,370073.8203,5.2723589
9/16/1955,1955.72,2002542,1945431,92.6,2100242,370087.0444,5.25668496
9/17/1955,1955.72,2000813,1943701,92.5,2100242,370100.2685,5.251822723
9/18/1955,1955.72,1998722,1941611,92.4,2100242,370113.4926,5.24598816
9/19/1955,1955.73,1998137,1941026,92.4,2100242,370126.7167,5.244220188
9/20/1955,1955.73,1994483,1937371,92.2,2100242,370139.9408,5.234158183
9/21/1955,1955.73,1991278,1934166,92.1,2100242,370153.1649,5.225312609
9/22/1955,1955.73,1989026,1931914,92,2100242,370166.389,5.219042185
9/23/1955,1955.74,1986659,1929546,91.9,2100242,370179.6132,5.212458848
9/24/1955,1955.74,2005507,1948396,92.8,2100242,370192.8373,5.263192055
9/25/1955,1955.74,2072252,2015140,95.9,2100242,370206.0614,5.443292831
9/26/1955,1955.75,2150765,2086680,99.4,2100242,370219.2855,5.636335226
9/27/1955,1955.75,2172337,2097782,99.9,2100242,370232.5096,5.666120467
9/28/1955,1955.75,2176207,2095323,99.8,2100242,370245.7337,5.659276554
9/29/1955,1955.75,2178403,2090521,99.5,2100242,370258.9578,5.646105127
9/30/1955,1955.76,2174743,2091864,99.6,2100242,370272.1819,5.64953054
10/1/1955,1955.76,2168611,2090849,99.6,2100242,370285.406,5.646587648
10/2/1955,1955.76,2161541,2089072,99.5,2100242,370298.6301,5.641587168
10/3/1955,1955.76,2158819,2089452,99.5,2100242,370311.8542,5.642411865
10/4/1955,1955.77,2153810,2087780,99.4,2100242,370325.0784,5.637695425
10/5/1955,1955.77,2148880,2086930,99.4,2100242,370338.3025,5.635198914
10/6/1955,1955.77,2144075,2086963,99.4,2100242,370351.5266,5.635086803
10/7/1955,1955.78,2143642,2086277,99.3,2100242,370364.7507,5.633033371
10/8/1955,1955.78,2141541,2083541,99.2,2100242,370377.9748,5.625445199
10/9/1955,1955.78,2141274,2084162,99.2,2100242,370391.1989,5.626920959
10/10/1955,1955.78,2136530,2079165,99,2100242,370404.423,5.613229408
10/11/1955,1955.79,2136117,2079005,99,2100242,370417.6471,5.612597068
10/12/1955,1955.79,2135296,2078184,98.9,2100242,370430.8712,5.610180364
10/13/1955,1955.79,2132247,2075136,98.8,2100242,370444.0953,5.60175213
10/14/1955,1955.79,2127829,2070717,98.6,2100242,370457.3195,5.589623666
10/15/1955,1955.8,2120959,2063848,98.3,2100242,370470.5436,5.570882857
10/16/1955,1955.8,2118358,2061246,98.1,2100242,370483.7677,5.563660759
10/17/1955,1955.8,2116554,2059442,98.1,2100242,370496.9918,5.55859304
10/18/1955,1955.81,2114449,2057338,98,2100242,370510.2159,5.552715989
10/19/1955,1955.81,2112679,2055568,97.9,2100242,370523.44,5.547740785
10/20/1955,1955.81,2109592,2052481,97.7,2100242,370536.6641,5.539211632
10/21/1955,1955.81,2108544,2051432,97.7,2100242,370549.8882,5.536183022
10/22/1955,1955.82,2104842,2047730,97.5,2100242,370563.1123,5.525995254
10/23/1955,1955.82,2104255,2047143,97.5,2100242,370576.3364,5.524214038
10/24/1955,1955.82,2103456,2046092,97.4,2100242,370589.5605,5.521180891
10/25/1955,1955.82,2096246,2039134,97.1,2100242,370602.7847,5.502209062
10/26/1955,1955.83,2091680,2034569,96.9,2100242,370616.0088,5.489695404
10/27/1955,1955.83,2089316,2032205,96.8,2100242,370629.2329,5.483121189
10/28/1955,1955.83,2086434,2029323,96.6,2100242,370642.457,5.47514987
10/29/1955,1955.84,2083529,2026417,96.5,2100242,370655.6811,5.467114369
10/30/1955,1955.84,2079516,2022404,96.3,2100242,370668.9052,5.456092949
10/31/1955,1955.84,2074406,2017295,96.1,2100242,370682.1293,5.442115604
11/1/1955,1955.84,2071340,2014228,95.9,2100242,370695.3534,5.433647823
11/2/1955,1955.85,2069037,2011926,95.8,2100242,370708.5775,5.427244261
11/3/1955,1955.85,2065996,2008885,95.7,2100242,370721.8016,5.418847748
11/4/1955,1955.85,2057112,2000001,95.2,2100242,370735.0258,5.394691251
11/5/1955,1955.85,2051506,1994395,95,2100242,370748.2499,5.379378057
11/6/1955,1955.86,2045353,1988241,94.7,2100242,370761.474,5.362587916
11/7/1955,1955.86,2039679,1982568,94.4,2100242,370774.6981,5.347096256
11/8/1955,1955.86,2035445,1978334,94.2,2100242,370787.9222,5.335486626
11/9/1955,1955.87,2033402,1976290,94.1,2100242,370801.1463,5.329783955
11/10/1955,1955.87,2029353,1972242,93.9,2100242,370814.3704,5.318677369
11/11/1955,1955.87,2024159,1967048,93.7,2100242,370827.5945,5.30448119
11/12/1955,1955.87,2017648,1960536,93.3,2100242,370840.8186,5.286731939
11/13/1955,1955.88,2013494,1956383,93.2,2100242,370854.0427,5.275344946
11/14/1955,1955.88,2011336,1954224,93,2100242,370867.2668,5.269335352
11/15/1955,1955.88,2007236,1950124,92.9,2100242,370880.491,5.258092694
11/16/1955,1955.88,2004100,1946988,92.7,2100242,370893.7151,5.249449966
11/17/1955,1955.89,1998815,1941704,92.5,2100242,370906.9392,5.235016644
11/18/1955,1955.89,1995830,1938718,92.3,2100242,370920.1633,5.226779754
11/19/1955,1955.89,1992317,1935206,92.1,2100242,370933.3874,5.217125408
11/20/1955,1955.9,1990529,1933417,92.1,2100242,370946.6115,5.212116623
11/21/1955,1955.9,1984983,1927872,91.8,2100242,370959.8356,5.196983109
11/22/1955,1955.9,1982469,1925357,91.7,2100242,370973.0597,5.190018384
11/23/1955,1955.9,1979230,1922119,91.5,2100242,370986.2838,5.181105296
11/24/1955,1955.91,1975856,1918745,91.4,2100242,370999.5079,5.171826266
11/25/1955,1955.91,1975151,1918040,91.3,2100242,371012.7321,5.169741721
11/26/1955,1955.91,1973455,1916343,91.2,2100242,371025.9562,5.164983657
11/27/1955,1955.92,1971454,1914343,91.1,2100242,371039.1803,5.159409307
11/28/1955,1955.92,1971826,1914714,91.2,2100242,371052.4044,5.160225287
11/29/1955,1955.92,1967068,1909956,90.9,2100242,371065.6285,5.147218857
11/30/1955,1955.92,1965627,1908515,90.9,2100242,371078.8526,5.143152154
12/1/1955,1955.93,1966116,1909005,90.9,2100242,371092.0767,5.144289301
12/2/1955,1955.93,1964427,1907315,90.8,2100242,371105.3008,5.139552024
12/3/1955,1955.93,1963107,1905996,90.8,2100242,371118.5249,5.135814765
12/4/1955,1955.93,1962576,1905464,90.7,2100242,371131.749,5.134198313
12/5/1955,1955.94,1961836,1904724,90.7,2100242,371144.9732,5.132021549
12/6/1955,1955.94,1959184,1902072,90.6,2100242,371158.1973,5.124693497
12/7/1955,1955.94,1956296,1899184,90.4,2100242,371171.4214,5.116730143
12/8/1955,1955.95,1953863,1896751,90.3,2100242,371184.6455,5.109993161
12/9/1955,1955.95,1951483,1894372,90.2,2100242,371197.8696,5.103402135
12/10/1955,1955.95,1950393,1893282,90.1,2100242,371211.0937,5.100283995
12/11/1955,1955.95,1950671,1893560,90.2,2100242,371224.3178,5.100851181
12/12/1955,1955.96,1946944,1889833,90,2100242,371237.5419,5.090630086
12/13/1955,1955.96,1943299,1886188,89.8,2100242,371250.766,5.080630594
12/14/1955,1955.96,1943082,1885970,89.8,2100242,371263.9901,5.079862443
12/15/1955,1955.96,1945083,1887971,89.9,2100242,371277.2142,5.085071013
12/16/1955,1955.97,1945257,1888145,89.9,2100242,371290.4384,5.085358536
12/17/1955,1955.97,1940375,1883263,89.7,2100242,371303.6625,5.072029151
12/18/1955,1955.97,1940345,1883233,89.7,2100242,371316.8866,5.071767722
12/19/1955,1955.98,1940898,1883785,89.7,2100242,371330.1107,5.07307365
12/20/1955,1955.98,1938063,1880952,89.6,2100242,371343.3348,5.065263932
12/21/1955,1955.98,1936696,1879584,89.5,2100242,371356.5589,5.061399765
12/22/1955,1955.98,1935917,1878805,89.5,2100242,371369.783,5.059121894
12/23/1955,1955.99,1934343,1877231,89.4,2100242,371383.0071,5.054703538
12/24/1955,1955.99,1934627,1877515,89.4,2100242,371396.2312,5.05528824
12/25/1955,1955.99,1934074,1876961,89.4,2100242,371409.4553,5.05361663
12/26/1955,1955.99,1933889,1876777,89.4,2100242,371422.6795,5.052941309
12/27/1955,1956,1935365,1878253,89.4,2100242,371435.9036,5.056735178
12/28/1955,1956,1934515,1877403,89.4,2100242,371449.1277,5.054266816
12/29/1955,1956,1932486,1875375,89.3,2100242,371462.3518,5.04862738
12/30/1955,1956.01,1931975,1874862,89.3,2100242,371475.5759,5.047066676
12/31/1955,1956.01,1929281,1872169,89.1,2100242,371488.8,5.039637803
1/1/1956,1956.01,1757606,1700494,81,2100242,371502.0241,4.577347873
1/2/1956,1956.01,1757606,1700494,81,2100242,371515.2482,4.577184942
1/3/1956,1956.02,1756490,1699378,80.9,2100242,371528.4723,4.574018215
1/4/1956,1956.02,1929184,1872072,89.1,2100242,371541.6964,5.038659235
1/5/1956,1956.02,1754683,1697572,80.8,2100242,371554.9205,4.568831971
1/6/1956,1956.02,1754385,1697274,80.8,2100242,371568.1447,4.56786736
1/7/1956,1956.03,1752345,1695234,80.7,2100242,371581.3688,4.562214746
1/8/1956,1956.03,1750223,1693111,80.6,2100242,371594.5929,4.556339173
1/9/1956,1956.03,1750595,1693484,80.6,2100242,371607.817,4.557180777
1/10/1956,1956.04,1748833,1691722,80.5,2100242,371621.0411,4.55227722
1/11/1956,1956.04,1748392,1691281,80.5,2100242,371634.2652,4.550928583
1/12/1956,1956.04,1920093,1862981,88.7,2100242,371647.4893,5.012763583
1/13/1956,1956.04,1919398,1862286,88.7,2100242,371660.7134,5.010715238
1/14/1956,1956.05,1916957,1859846,88.6,2100242,371673.9375,5.003972063
1/15/1956,1956.05,1919232,1862120,88.7,2100242,371687.1616,5.009912077
1/16/1956,1956.05,1919063,1861951,88.7,2100242,371700.3858,5.00927917
1/17/1956,1956.05,1916847,1859736,88.5,2100242,371713.6099,5.003142071
1/18/1956,1956.06,1917627,1860516,88.6,2100242,371726.834,5.005062401
1/19/1956,1956.06,1919287,1862175,88.7,2100242,371740.0581,5.009347149
1/20/1956,1956.06,1917595,1860484,88.6,2100242,371753.2822,5.004620239
1/21/1956,1956.07,1918464,1861352,88.6,2100242,371766.5063,5.006777019
1/22/1956,1956.07,1918427,1861315,88.6,2100242,371779.7304,5.006499407
1/23/1956,1956.07,1918856,1861745,88.6,2100242,371792.9545,5.007477892
1/24/1956,1956.07,1917800,1860689,88.6,2100242,371806.1786,5.0044596
1/25/1956,1956.08,1921386,1864274,88.8,2100242,371819.4027,5.013923389
1/26/1956,1956.08,1914570,1857458,88.4,2100242,371832.6268,4.995414243
