date,,reservoir_storage,conservation_storage,percent_full,conservation_capacity,Population ,Storage_per_capita
1/27/1956,1956.08,1914868,1857756,88.5,2100242,371845.851,4.996037996
1/28/1956,1956.08,1916748,1859637,88.5,2100242,371859.0751,5.000918694
1/29/1956,1956.09,1916933,1859821,88.6,2100242,371872.2992,5.00123565
1/30/1956,1956.09,1918702,1861590,88.6,2100242,371885.5233,5.005814648
1/31/1956,1956.09,1916334,1859223,88.5,2100242,371898.7474,4.999272014
2/1/1956,1956.1,1914203,1857092,88.4,2100242,371911.9715,4.993364404
2/2/1956,1956.1,1913956,1856844,88.4,2100242,371925.1956,4.99252006
2/3/1956,1956.1,1913233,1856122,88.4,2100242,371938.4197,4.990401372
2/4/1956,1956.1,1914472,1857361,88.4,2100242,371951.6438,4.993555025
2/5/1956,1956.11,1912309,1855197,88.3,2100242,371964.8679,4.98755974
2/6/1956,1956.11,1912801,1855690,88.4,2100242,371978.0921,4.988707775
2/7/1956,1956.11,1911413,1854301,88.3,2100242,371991.3162,4.984796471
2/8/1956,1956.12,1911240,1854129,88.3,2100242,372004.5403,4.98415691
2/9/1956,1956.12,1916722,1859610,88.5,2100242,372017.7644,4.998712906
2/10/1956,1956.12,1918344,1861233,88.6,2100242,372030.9885,5.002897763
2/11/1956,1956.12,1919583,1862471,88.7,2100242,372044.2126,5.006047499
2/12/1956,1956.13,1920638,1863527,88.7,2100242,372057.4367,5.008707839
2/13/1956,1956.13,1921425,1864313,88.8,2100242,372070.6608,5.010642322
2/14/1956,1956.13,1921881,1864769,88.8,2100242,372083.8849,5.011689771
2/15/1956,1956.13,1921522,1864410,88.8,2100242,372097.109,5.010546856
2/16/1956,1956.14,1922124,1865012,88.8,2100242,372110.3332,5.011986591
2/17/1956,1956.14,1922497,1865385,88.8,2100242,372123.5573,5.012810836
2/18/1956,1956.14,1922543,1865432,88.8,2100242,372136.7814,5.012759
2/19/1956,1956.15,1923131,1866020,88.8,2100242,372150.0055,5.014160883
2/20/1956,1956.15,1923949,1866838,88.9,2100242,372163.2296,5.016180674
2/21/1956,1956.15,1922229,1865117,88.8,2100242,372176.4537,5.01137829
2/22/1956,1956.15,1921098,1863987,88.8,2100242,372189.6778,5.008164146
2/23/1956,1956.16,1920958,1863845,88.7,2100242,372202.9019,5.007604697
2/24/1956,1956.16,1921359,1864247,88.8,2100242,372216.126,5.008506805
2/25/1956,1956.16,1920274,1863163,88.7,2100242,372229.3501,5.005416685
2/26/1956,1956.16,1919717,1862606,88.7,2100242,372242.5742,5.003742529
2/27/1956,1956.17,1919345,1862234,88.7,2100242,372255.7984,5.002565462
2/28/1956,1956.17,1916763,1859652,88.5,2100242,372269.0225,4.995451912
2/29/1956,1956.17,1915821,1858710,88.5,2100242,372282.2466,4.992744127
3/1/1956,1956.18,1914137,1857025,88.4,2100242,372295.4707,4.988040807
3/2/1956,1956.18,1914387,1857275,88.4,2100242,372308.6948,4.988535121
3/3/1956,1956.18,1915344,1858233,88.5,2100242,372321.9189,4.990930981
3/4/1956,1956.18,1911344,1854232,88.3,2100242,372335.143,4.980008024
3/5/1956,1956.19,1911034,1853922,88.3,2100242,372348.3671,4.978998604
3/6/1956,1956.19,1910696,1853585,88.3,2100242,372361.5912,4.977916744
3/7/1956,1956.19,1910125,1853013,88.2,2100242,372374.8153,4.976203878
3/8/1956,1956.19,1910155,1853043,88.2,2100242,372388.0395,4.976107725
3/9/1956,1956.2,1906325,1849212,88,2100242,372401.2636,4.965643731
3/10/1956,1956.2,1905956,1848844,88,2100242,372414.4877,4.96447926
3/11/1956,1956.2,1906202,1849090,88,2100242,372427.7118,4.964963512
3/12/1956,1956.21,1907202,1850090,88.1,2100242,372440.9359,4.967472213
3/13/1956,1956.21,1904037,1846925,87.9,2100242,372454.16,4.958798151
3/14/1956,1956.21,1900524,1843412,87.8,2100242,372467.3841,4.949190395
3/15/1956,1956.21,1896452,1839340,87.6,2100242,372480.6082,4.938082572
3/16/1956,1956.22,1894237,1837125,87.5,2100242,372493.8323,4.931960856
3/17/1956,1956.22,1890911,1833800,87.3,2100242,372507.0564,4.922859764
3/18/1956,1956.22,1888174,1831063,87.2,2100242,372520.2805,4.915337756
3/19/1956,1956.22,1886700,1829588,87.1,2100242,372533.5047,4.911203897
3/20/1956,1956.23,1883934,1826822,87,2100242,372546.7288,4.903604995
3/21/1956,1956.23,1877856,1820745,86.7,2100242,372559.9529,4.887119471
3/22/1956,1956.23,1877368,1820256,86.7,2100242,372573.177,4.885633514
3/23/1956,1956.24,1874562,1817451,86.5,2100242,372586.4011,4.877931655
3/24/1956,1956.24,1873136,1816024,86.5,2100242,372599.6252,4.873928681
3/25/1956,1956.24,1870903,1813792,86.4,2100242,372612.8493,4.867765573
3/26/1956,1956.24,1870022,1812909,86.3,2100242,372626.0734,4.865223153
3/27/1956,1956.25,1867843,1810732,86.2,2100242,372639.2975,4.859208387
3/28/1956,1956.25,1866027,1808915,86.1,2100242,372652.5216,4.854160095
3/29/1956,1956.25,1863337,1806226,86,2100242,372665.7458,4.846772263
3/30/1956,1956.25,1854822,1797710,85.6,2100242,372678.9699,4.823749515
3/31/1956,1956.26,1859247,1802136,85.8,2100242,372692.194,4.835454107
4/1/1956,1956.26,1857300,1800189,85.7,2100242,372705.4181,4.830058574
4/2/1956,1956.26,1857361,1800249,85.7,2100242,372718.6422,4.830048182
4/3/1956,1956.27,1857066,1799954,85.7,2100242,372731.8663,4.829085363
4/4/1956,1956.27,1852263,1795151,85.5,2100242,372745.0904,4.816028557
4/5/1956,1956.27,1849357,1792245,85.3,2100242,372758.3145,4.808061766
4/6/1956,1956.27,1847946,1790834,85.3,2100242,372771.5386,4.804106039
4/7/1956,1956.28,1847308,1790196,85.2,2100242,372784.7627,4.802224176
4/8/1956,1956.28,1845592,1788481,85.2,2100242,372797.9868,4.797453482
4/9/1956,1956.28,1843512,1786400,85.1,2100242,372811.211,4.791701396
4/10/1956,1956.28,1849468,1792357,85.3,2100242,372824.4351,4.807509464
4/11/1956,1956.29,1842244,1785133,85,2100242,372837.6592,4.787963222
4/12/1956,1956.29,1839196,1782084,84.9,2100242,372850.8833,4.779615873
4/13/1956,1956.29,1836989,1779876,84.7,2100242,372864.1074,4.773524629
4/14/1956,1956.3,1835430,1778319,84.7,2100242,372877.3315,4.7691797
4/15/1956,1956.3,1835037,1777926,84.7,2100242,372890.5556,4.767956638
4/16/1956,1956.3,1834368,1777257,84.6,2100242,372903.7797,4.765993526
4/17/1956,1956.3,1831969,1774857,84.5,2100242,372917.0038,4.759388769
4/18/1956,1956.31,1827823,1770712,84.3,2100242,372930.2279,4.748105322
4/19/1956,1956.31,1825247,1768135,84.2,2100242,372943.4521,4.741027065
4/20/1956,1956.31,1822217,1765105,84,2100242,372956.6762,4.732734692
4/21/1956,1956.32,1818864,1761752,83.9,2100242,372969.9003,4.723576886
4/22/1956,1956.32,1816240,1759128,83.8,2100242,372983.1244,4.716374241
4/23/1956,1956.32,1814144,1757032,83.7,2100242,372996.3485,4.71058767
4/24/1956,1956.32,1811094,1753982,83.5,2100242,373009.5726,4.702243934
4/25/1956,1956.33,1808752,1751640,83.4,2100242,373022.7967,4.695798797
4/26/1956,1956.33,1806473,1749361,83.3,2100242,373036.0208,4.689523001
4/27/1956,1956.33,1803241,1746130,83.1,2100242,373049.2449,4.680695709
4/28/1956,1956.33,1800474,1743363,83,2100242,373062.469,4.673112802
4/29/1956,1956.34,1797025,1739914,82.8,2100242,373075.6932,4.663702385
4/30/1956,1956.34,1796488,1739377,82.8,2100242,373088.9173,4.662097745
5/1/1956,1956.34,1793419,1736308,82.7,2100242,373102.1414,4.653706874
5/2/1956,1956.35,1804440,1747327,83.2,2100242,373115.3655,4.683074356
5/3/1956,1956.35,1887085,1829973,87.1,2100242,373128.5896,4.904403069
5/4/1956,1956.35,1975323,1918211,91.3,2100242,373141.8137,5.140702354
5/5/1956,1956.35,2055652,1996769,95.1,2100242,373155.0378,5.35104393
5/6/1956,1956.36,2126639,2066423,98.4,2100242,373168.2619,5.537510048
5/7/1956,1956.36,2153938,2092579,99.6,2100242,373181.486,5.607403042
5/8/1956,1956.36,2151761,2092906,99.7,2100242,373194.7101,5.608080563
5/9/1956,1956.36,2146197,2089085,99.5,2100242,373207.9342,5.597643588
5/10/1956,1956.37,2142744,2084859,99.3,2100242,373221.1584,5.586122205
5/11/1956,1956.37,2138111,2080999,99.1,2100242,373234.3825,5.575582255
5/12/1956,1956.37,2133991,2076879,98.9,2100242,373247.6066,5.564346464
5/13/1956,1956.38,2131892,2074781,98.8,2100242,373260.8307,5.558528593
5/14/1956,1956.38,2126821,2069709,98.5,2100242,373274.0548,5.544743797
5/15/1956,1956.38,2120903,2063792,98.3,2100242,373287.2789,5.528696306
5/16/1956,1956.38,2118737,2061625,98.2,2100242,373300.503,5.522695478
5/17/1956,1956.39,2115267,2058156,98,2100242,373313.7271,5.513207392
5/18/1956,1956.39,2115924,2058812,98,2100242,373326.9512,5.514769274
5/19/1956,1956.39,2115250,2058138,98,2100242,373340.1753,5.512768611
5/20/1956,1956.39,2113968,2056856,97.9,2100242,373353.3995,5.509139606
5/21/1956,1956.4,2107352,2050241,97.6,2100242,373366.6236,5.49122731
5/22/1956,1956.4,2106536,2049424,97.6,2100242,373379.8477,5.488844705
5/23/1956,1956.4,2102171,2045060,97.4,2100242,373393.0718,5.476962897
5/24/1956,1956.41,2097678,2040566,97.2,2100242,373406.2959,5.464733783
5/25/1956,1956.41,2094560,2037448,97,2100242,373419.52,5.456190399
5/26/1956,1956.41,2097602,2040490,97.2,2100242,373432.7441,5.464143228
5/27/1956,1956.41,2101953,2044842,97.4,2100242,373445.9682,5.475603364
5/28/1956,1956.42,2104037,2046926,97.5,2100242,373459.1923,5.480989736
5/29/1956,1956.42,2101999,2044887,97.4,2100242,373472.4164,5.475336089
5/30/1956,1956.42,2096984,2039873,97.1,2100242,373485.6405,5.461717342
5/31/1956,1956.42,2095433,2038321,97.1,2100242,373498.8647,5.457368664
6/1/1956,1956.43,2091182,2034070,96.8,2100242,373512.0888,5.445794289
6/2/1956,1956.43,2087495,2030384,96.7,2100242,373525.3129,5.435733349
6/3/1956,1956.43,2081162,2024051,96.4,2100242,373538.537,5.418586838
6/4/1956,1956.44,2076632,2019520,96.2,2100242,373551.7611,5.406265504
6/5/1956,1956.44,2071649,2014538,95.9,2100242,373564.9852,5.392737756
6/6/1956,1956.44,2065679,2008567,95.6,2100242,373578.2093,5.376563595
6/7/1956,1956.44,2062562,2005450,95.5,2100242,373591.4334,5.36802994
6/8/1956,1956.45,2057363,1998706,95.2,2100242,373604.6575,5.349788767
6/9/1956,1956.45,2052544,1994274,95,2100242,373617.8816,5.337737025
6/10/1956,1956.45,2047855,1990744,94.8,2100242,373631.1058,5.328100282
6/11/1956,1956.45,2044592,1987480,94.6,2100242,373644.3299,5.319176129
6/12/1956,1956.46,2037859,1980748,94.3,2100242,373657.554,5.300971381
6/13/1956,1956.46,2036265,1979154,94.2,2100242,373670.7781,5.296517994
6/14/1956,1956.46,2031571,1974460,94,2100242,373684.0022,5.283769143
6/15/1956,1956.47,2029709,1972597,93.9,2100242,373697.2263,5.278596846
6/16/1956,1956.47,2021676,1964565,93.5,2100242,373710.4504,5.256917482
6/17/1956,1956.47,2017860,1960748,93.4,2100242,373723.6745,5.246518039
6/18/1956,1956.47,2010715,1953603,93,2100242,373736.8986,5.227214672
6/19/1956,1956.48,2008275,1951164,92.9,2100242,373750.1227,5.220503971
6/20/1956,1956.48,2004670,1947558,92.7,2100242,373763.3468,5.210671449
6/21/1956,1956.48,2000614,1943503,92.5,2100242,373776.571,5.19963837
6/22/1956,1956.48,1993822,1936711,92.2,2100242,373789.7951,5.181283774
6/23/1956,1956.49,1989035,1931923,92,2100242,373803.0192,5.168291589
6/24/1956,1956.49,1981292,1924180,91.6,2100242,373816.2433,5.14739537
6/25/1956,1956.49,1978472,1921360,91.5,2100242,373829.4674,5.139669736
6/26/1956,1956.5,1973303,1916191,91.2,2100242,373842.6915,5.125661257
6/27/1956,1956.5,1967069,1909957,90.9,2100242,373855.9156,5.108805078
6/28/1956,1956.5,1966671,1909559,90.9,2100242,373869.1397,5.107559831
6/29/1956,1956.5,1959309,1902197,90.6,2100242,373882.3638,5.087688492
6/30/1956,1956.51,1952930,1895819,90.3,2100242,373895.5879,5.070450311
7/1/1956,1956.51,1947846,1890734,90,2100242,373908.8121,5.05667141
7/2/1956,1956.51,1942606,1885495,89.8,2100242,373922.0362,5.042481634
7/3/1956,1956.52,1938265,1881153,89.6,2100242,373935.2603,5.030691673
7/4/1956,1956.52,1932423,1875312,89.3,2100242,373948.4844,5.014893972
7/5/1956,1956.52,1929135,1872024,89.1,2100242,373961.7085,5.00592429
7/6/1956,1956.52,1923065,1865953,88.8,2100242,373974.9326,4.989513567
7/7/1956,1956.53,1916357,1859246,88.5,2100242,373988.1567,4.971403416
7/8/1956,1956.53,1912071,1854959,88.3,2100242,374001.3808,4.959765111
7/9/1956,1956.53,1908419,1851307,88.1,2100242,374014.6049,4.949825423
7/10/1956,1956.53,1903451,1846339,87.9,2100242,374027.829,4.936367983
7/11/1956,1956.54,1897417,1840305,87.6,2100242,374041.0532,4.92006154
7/12/1956,1956.54,1890859,1833747,87.3,2100242,374054.2773,4.902355384
7/13/1956,1956.54,1883293,1826181,87,2100242,374067.5014,4.881955779
7/14/1956,1956.55,1876588,1819476,86.6,2100242,374080.7255,4.863859258
7/15/1956,1956.55,1871438,1814327,86.4,2100242,374093.9496,4.8499234
7/16/1956,1956.55,1866270,1809159,86.1,2100242,374107.1737,4.83593774
7/17/1956,1956.55,1863500,1806388,86,2100242,374120.3978,4.828360096
7/18/1956,1956.56,1856554,1799442,85.7,2100242,374133.6219,4.809623874
7/19/1956,1956.56,1850073,1792961,85.4,2100242,374146.846,4.792131803
7/20/1956,1956.56,1844421,1787310,85.1,2100242,374160.0701,4.776859271
7/21/1956,1956.56,1857960,1800848,85.7,2100242,374173.2942,4.812871543
7/22/1956,1956.57,1854307,1797195,85.6,2100242,374186.5184,4.80293894
7/23/1956,1956.57,1849848,1792736,85.4,2100242,374199.7425,4.79085311
7/24/1956,1956.57,1825904,1768792,84.2,2100242,374212.9666,4.726698853
7/25/1956,1956.58,1821080,1763968,84,2100242,374226.1907,4.713641225
7/26/1956,1956.58,1816562,1759450,83.8,2100242,374239.4148,4.701402179
7/27/1956,1956.58,1810988,1753876,83.5,2100242,374252.6389,4.686342373
7/28/1956,1956.58,1806254,1749142,83.3,2100242,374265.863,4.673528026
7/29/1956,1956.59,1801150,1744039,83,2100242,374279.0871,4.659728689
7/30/1956,1956.59,1795028,1737916,82.7,2100242,374292.3112,4.643205184
7/31/1956,1956.59,1792361,1735249,82.6,2100242,374305.5353,4.635915946
8/1/1956,1956.59,1786791,1729679,82.4,2100242,374318.7595,4.620871801
8/2/1956,1956.6,1780880,1723769,82.1,2100242,374331.9836,4.604920433
8/3/1956,1956.6,1777010,1719899,81.9,2100242,374345.2077,4.594419709
8/4/1956,1956.6,1771140,1714028,81.6,2100242,374358.4318,4.578574581
8/5/1956,1956.61,1767972,1710860,81.5,2100242,374371.6559,4.569950671
8/6/1956,1956.61,1763673,1706562,81.3,2100242,374384.88,4.558309086
8/7/1956,1956.61,1761470,1704359,81.2,2100242,374398.1041,4.552263971
8/8/1956,1956.61,1759461,1702349,81.1,2100242,374411.3282,4.546734759
8/9/1956,1956.62,1754240,1697128,80.8,2100242,374424.5523,4.532630111
8/10/1956,1956.62,1749129,1692017,80.6,2100242,374437.7764,4.518820233
8/11/1956,1956.62,1746152,1689040,80.4,2100242,374451.0005,4.51071034
8/12/1956,1956.62,1741406,1684294,80.2,2100242,374464.2247,4.497876937
8/13/1956,1956.63,1736286,1679174,80,2100242,374477.4488,4.484045716
8/14/1956,1956.63,1733017,1675905,79.8,2100242,374490.6729,4.475158185
8/15/1956,1956.63,1728795,1671683,79.6,2100242,374503.897,4.463726582
8/16/1956,1956.64,1724452,1667341,79.4,2100242,374517.1211,4.451975373
8/17/1956,1956.64,1721308,1664196,79.2,2100242,374530.3452,4.443420997
8/18/1956,1956.64,1716290,1659179,79,2100242,374543.5693,4.429869142
8/19/1956,1956.64,1711649,1654538,78.8,2100242,374556.7934,4.417322097
8/20/1956,1956.65,1707776,1650664,78.6,2100242,374570.0175,4.406823618
8/21/1956,1956.65,1704470,1647359,78.4,2100242,374583.2416,4.397844903
8/22/1956,1956.65,1701739,1644627,78.3,2100242,374596.4658,4.390396468
8/23/1956,1956.65,1699240,1642128,78.2,2100242,374609.6899,4.383570539
8/24/1956,1956.66,1695606,1638494,78,2100242,374622.914,4.373715379
8/25/1956,1956.66,1691946,1634834,77.8,2100242,374636.1381,4.363791513
8/26/1956,1956.66,1687946,1630835,77.6,2100242,374649.3622,4.352963503
8/27/1956,1956.67,1686263,1629152,77.6,2100242,374662.5863,4.348317819
8/28/1956,1956.67,1683720,1626608,77.4,2100242,374675.8104,4.341374476
8/29/1956,1956.67,1678258,1621147,77.2,2100242,374689.0345,4.326646501
8/30/1956,1956.67,1675768,1618657,77.1,2100242,374702.2586,4.319848527
8/31/1956,1956.68,1681061,1623950,77.3,2100242,374715.4827,4.333821459
9/1/1956,1956.68,1687239,1630128,77.6,2100242,374728.7068,4.350155113
9/2/1956,1956.68,1685552,1628440,77.5,2100242,374741.931,4.345497169
9/3/1956,1956.68,1684841,1627730,77.5,2100242,374755.1551,4.343449257
9/4/1956,1956.69,1684265,1627153,77.5,2100242,374768.3792,4.341756376
9/5/1956,1956.69,1682188,1625076,77.4,2100242,374781.6033,4.336061284
9/6/1956,1956.69,1681102,1623991,77.3,2100242,374794.8274,4.333013375
9/7/1956,1956.7,1677509,1620398,77.2,2100242,374808.0515,4.323274256
9/8/1956,1956.7,1672953,1615842,76.9,2100242,374821.2756,4.3109666
9/9/1956,1956.7,1672546,1615434,76.9,2100242,374834.4997,4.309726029
9/10/1956,1956.7,1670118,1613006,76.8,2100242,374847.7238,4.303096691
9/11/1956,1956.71,1666910,1609798,76.6,2100242,374860.9479,4.294387049
9/12/1956,1956.71,1664996,1607885,76.6,2100242,374874.1721,4.289132514
9/13/1956,1956.71,1661303,1604192,76.4,2100242,374887.3962,4.279130257
9/14/1956,1956.72,1660343,1603231,76.3,2100242,374900.6203,4.276415971
9/15/1956,1956.72,1658093,1600981,76.2,2100242,374913.8444,4.270263753
9/16/1956,1956.72,1657417,1600305,76.2,2100242,374927.0685,4.268310118
9/17/1956,1956.72,1655848,1598736,76.1,2100242,374940.2926,4.263974909
9/18/1956,1956.73,1653984,1596873,76,2100242,374953.5167,4.258855908
9/19/1956,1956.73,1653049,1595937,76,2100242,374966.7408,4.256209488
9/20/1956,1956.73,1653801,1596690,76,2100242,374979.9649,4.258067495
9/21/1956,1956.73,1651321,1594209,75.9,2100242,374993.189,4.251301215
9/22/1956,1956.74,1648489,1591378,75.8,2100242,375006.4132,4.243602094
9/23/1956,1956.74,1647372,1590260,75.7,2100242,375019.6373,4.240471277
9/24/1956,1956.74,1645986,1588874,75.7,2100242,375032.8614,4.236626076
9/25/1956,1956.75,1646210,1589099,75.7,2100242,375046.0855,4.237076619
9/26/1956,1956.75,1644185,1587073,75.6,2100242,375059.3096,4.231525413
9/27/1956,1956.75,1641425,1584313,75.4,2100242,375072.5337,4.224017644
9/28/1956,1956.75,1638446,1581334,75.3,2100242,375085.7578,4.215926537
9/29/1956,1956.76,1639918,1582806,75.4,2100242,375098.9819,4.219702202
9/30/1956,1956.76,1640344,1583232,75.4,2100242,375112.206,4.220689102
10/1/1956,1956.76,1639832,1582720,75.4,2100242,375125.4301,4.219175435
10/2/1956,1956.76,1630652,1573540,74.9,2100242,375138.6542,4.194555752
10/3/1956,1956.77,1630922,1573810,74.9,2100242,375151.8784,4.195127602
10/4/1956,1956.77,1630786,1573674,74.9,2100242,375165.1025,4.194617222
10/5/1956,1956.77,1629665,1572553,74.9,2100242,375178.3266,4.19148146
10/6/1956,1956.78,1626376,1569264,74.7,2100242,375191.5507,4.182567537
10/7/1956,1956.78,1626477,1569365,74.7,2100242,375204.7748,4.182689308
10/8/1956,1956.78,1625025,1567914,74.7,2100242,375217.9989,4.178674809
10/9/1956,1956.78,1623473,1566362,74.6,2100242,375231.223,4.174391426
10/10/1956,1956.79,1620906,1563795,74.5,2100242,375244.4471,4.167403441
10/11/1956,1956.79,1620619,1563507,74.4,2100242,375257.6712,4.166489108
10/12/1956,1956.79,1618641,1561530,74.4,2100242,375270.8953,4.161074092
10/13/1956,1956.79,1616545,1559434,74.3,2100242,375284.1195,4.155342364
10/14/1956,1956.8,1617651,1560539,74.3,2100242,375297.3436,4.158140277
10/15/1956,1956.8,1616487,1559376,74.2,2100242,375310.5677,4.154894997
10/16/1956,1956.8,1619643,1562532,74.4,2100242,375323.7918,4.163157344
10/17/1956,1956.81,1619521,1562410,74.4,2100242,375337.0159,4.162685623
10/18/1956,1956.81,1620450,1563338,74.4,2100242,375350.24,4.165011324
10/19/1956,1956.81,1629752,1572640,74.9,2100242,375363.4641,4.189645904
10/20/1956,1956.81,1628007,1570895,74.8,2100242,375376.6882,4.184849644
10/21/1956,1956.82,1636878,1579767,75.2,2100242,375389.9123,4.208336314
10/22/1956,1956.82,1659197,1602085,76.3,2100242,375403.1364,4.267638825
10/23/1956,1956.82,1667887,1610775,76.7,2100242,375416.3605,4.290636129
10/24/1956,1956.82,1669275,1612163,76.8,2100242,375429.5847,4.294182094
10/25/1956,1956.83,1666831,1609720,76.6,2100242,375442.8088,4.287523858
10/26/1956,1956.83,1667657,1610545,76.7,2100242,375456.0329,4.289570173
10/27/1956,1956.83,1667106,1609994,76.7,2100242,375469.257,4.287951597
10/28/1956,1956.84,1682012,1624900,77.4,2100242,375482.4811,4.327498836
10/29/1956,1956.84,1666667,1609555,76.6,2100242,375495.7052,4.286480452
10/30/1956,1956.84,1662769,1605658,76.5,2100242,375508.9293,4.275951581
10/31/1956,1956.84,1663944,1606832,76.5,2100242,375522.1534,4.278927316
11/1/1956,1956.85,1663008,1605897,76.5,2100242,375535.3775,4.276286859
